rank,player_id,player_name,season,season_type,scraped_at,rk,name,pos,gp,min,pts,fgm,fga,fg_percent,3pm,3pa,3p_percent,ftm,fta,ft_percent,reb,ast,stl,blk,to,dd2,td3
116,5112087,J. Wells,2024-25,regular,2026-02-12T22:31:30.103391,116,J. Wells,F,79,25.9,10.4,3.6,8.6,42.5,1.7,5.0,35.2,1.4,1.7,82.2,3.4,1.7,0.6,0.1,0.9,1,0
117,6477,J. Valanciunas,2024-25,regular,2026-02-12T22:31:30.103451,117,J. Valanciunas,C,81,18.8,10.4,4.3,7.7,55.0,0.1,0.5,21.6,1.8,2.0,87.9,7.7,2.0,0.5,0.6,1.5,21,0
118,4278067,N. Claxton,2024-25,regular,2026-02-12T22:31:30.103508,118,N. Claxton,C,70,26.9,10.3,4.6,8.1,56.3,0.1,0.3,23.8,1.1,2.2,51.3,7.4,2.2,0.9,1.4,1.2,13,0
119,4397140,K. Porter Jr.,2024-25,regular,2026-02-12T22:31:30.103564,119,K. Porter Jr.,G,75,19.8,10.3,3.9,8.7,44.9,0.7,2.4,31.1,1.7,2.3,76.9,3.7,3.4,1.1,0.2,1.8,2,1
120,3135046,T. Jones,2024-25,regular,2026-02-12T22:31:30.103620,120,T. Jones,G,81,26.8,10.2,3.8,8.4,44.8,2.0,5.0,41.4,0.6,0.7,89.5,2.4,5.3,0.9,0.1,1.1,6,0
121,4395702,I. Joe,2024-25,regular,2026-02-12T22:31:30.103680,121,I. Joe,G,74,21.7,10.2,3.5,7.9,44.0,2.6,6.3,41.2,0.6,0.8,82.1,2.6,1.6,0.6,0.1,0.5,0,0
122,3936099,D. Jones Jr.,2024-25,regular,2026-02-12T22:31:30.103736,122,D. Jones Jr.,F,77,24.3,10.1,4.0,7.6,52.6,1.0,2.8,35.6,1.1,1.5,70.3,3.4,0.8,1.0,0.4,0.9,0,0
123,4397020,L. Dort,2024-25,regular,2026-02-12T22:31:30.103794,123,L. Dort,G,71,29.2,10.1,3.6,8.4,43.5,2.4,5.8,41.2,0.5,0.6,71.7,4.1,1.6,1.1,0.5,0.7,0,0
124,4684742,A. Thompson,2024-25,regular,2026-02-12T22:31:30.103848,124,A. Thompson,G,59,22.5,10.1,4.2,7.8,53.5,0.2,0.8,22.4,1.5,2.4,64.1,5.1,2.3,1.7,0.7,1.4,3,0
125,4395712,A. Nembhard,2024-25,regular,2026-02-12T22:31:30.103903,125,A. Nembhard,G,65,28.9,10.0,3.8,8.3,45.8,0.8,2.7,29.1,1.7,2.1,79.4,3.3,5.0,1.2,0.2,1.7,2,0
126,4433137,Z. Williams,2024-25,regular,2026-02-12T22:31:30.103958,126,Z. Williams,F,63,24.5,10.0,3.4,8.3,41.2,1.6,4.8,34.1,1.6,2.0,82.1,4.6,1.3,1.0,0.4,1.1,2,0
127,4592479,J. Champagnie,2024-25,regular,2026-02-12T22:31:30.104012,127,J. Champagnie,F,82,23.6,9.9,3.4,8.1,41.5,2.2,5.9,37.1,1.0,1.1,90.4,3.9,1.4,0.7,0.4,0.9,0,0
128,2990969,G. Niang,2024-25,regular,2026-02-12T22:31:30.104067,128,G. Niang,F,79,21.5,9.9,3.6,7.8,46.1,2.1,5.2,40.6,0.6,0.7,79.3,3.4,1.4,0.4,0.2,1.0,1,0
129,4066372,K. Huerter,2024-25,regular,2026-02-12T22:31:30.104122,129,K. Huerter,G,69,24.3,9.9,3.7,8.8,42.5,1.9,5.7,33.8,0.5,0.7,71.4,3.0,2.3,1.0,0.3,1.0,0,0
130,4431785,S. Pippen Jr.,2024-25,regular,2026-02-12T22:31:30.104176,130,S. Pippen Jr.,G,79,21.3,9.9,3.6,7.5,48.0,1.1,2.8,39.7,1.5,2.2,71.3,3.3,4.4,1.3,0.4,1.7,9,1
131,4683686,N. Smith Jr.,2024-25,regular,2026-02-12T22:31:30.104231,131,N. Smith Jr.,G,60,22.8,9.9,3.7,9.5,39.1,1.7,5.1,34.0,0.7,0.8,93.5,2.1,2.4,0.3,0.1,1.4,1,0
132,4845374,B. Carrington,2024-25,regular,2026-02-12T22:31:30.104283,132,B. Carrington,G,82,30.0,9.8,3.7,9.1,40.1,1.7,5.0,33.9,0.8,1.0,81.2,4.2,4.4,0.7,0.3,1.7,5,0
133,4432171,M. Moody,2024-25,regular,2026-02-12T22:31:30.104338,133,M. Moody,G,74,22.3,9.8,3.3,7.7,43.3,1.7,4.6,37.4,1.4,1.8,79.7,2.6,1.3,0.8,0.4,0.7,0,0
134,4066387,A. Coffey,2024-25,regular,2026-02-12T22:31:30.104391,134,A. Coffey,G,72,24.3,9.7,3.3,7.1,47.1,1.4,3.4,40.9,1.6,1.8,89.1,2.2,1.1,0.6,0.1,0.6,0,0
135,4432582,M. Christie,2024-25,regular,2026-02-12T22:31:30.104445,135,M. Christie,G,78,27.3,9.6,3.2,7.6,42.7,1.5,4.0,36.6,1.7,1.9,85.5,3.3,1.9,0.8,0.4,1.1,0,0
136,4684793,K. Filipowski,2024-25,regular,2026-02-12T22:31:30.104498,136,K. Filipowski,F,72,21.1,9.6,3.6,7.2,50.2,1.1,3.1,35.0,1.3,2.0,65.0,6.1,1.9,0.7,0.3,1.4,13,0
137,4431823,M. McBride,2024-25,regular,2026-02-12T22:31:30.104551,137,M. McBride,G,64,24.9,9.5,3.5,8.5,40.6,1.8,4.9,36.9,0.8,1.0,81.3,2.5,2.9,1.0,0.3,0.6,0,0
138,4431714,J. Wilson,2024-25,regular,2026-02-12T22:31:30.104602,138,J. Wilson,F,79,25.7,9.5,3.1,7.8,39.7,1.5,4.6,33.7,1.7,2.1,81.8,3.4,1.8,0.5,0.1,1.0,0,0
139,4712849,A. Black,2024-25,regular,2026-02-12T22:31:30.104655,139,A. Black,G,78,24.2,9.4,3.4,7.9,42.3,0.8,2.5,31.8,1.9,2.5,76.1,2.9,3.1,1.1,0.6,1.8,1,0
140,4278039,N. Alexander-Walker,2024-25,regular,2026-02-12T22:31:30.104708,140,N. Alexander-Walker,G,82,25.3,9.4,3.3,7.5,43.8,1.7,4.5,38.1,1.1,1.4,78.0,3.2,2.7,0.6,0.4,1.2,1,0
141,4432809,C. Anthony,2024-25,regular,2026-02-12T22:31:30.104762,141,C. Anthony,G,67,18.4,9.4,3.4,8.1,42.4,1.1,3.3,35.3,1.4,1.7,82.3,3.0,2.9,0.7,0.5,1.5,0,0
142,5105623,K. Ware,2024-25,regular,2026-02-12T22:31:30.104814,142,K. Ware,C,64,22.2,9.3,4.0,7.3,55.4,0.5,1.7,31.5,0.7,1.0,68.7,7.4,0.9,0.6,1.1,0.9,15,0
143,4600663,Z. Edey,2024-25,regular,2026-02-12T22:31:30.104867,143,Z. Edey,C,66,21.5,9.2,3.8,6.6,58.0,0.3,0.8,34.6,1.4,1.9,70.9,8.3,1.0,0.5,1.3,1.3,12,0
144,2530530,T.J. McConnell,2024-25,regular,2026-02-12T22:31:30.104919,144,T.J. McConnell,G,79,17.9,9.1,4.1,7.9,51.9,0.2,0.6,30.6,0.7,1.0,74.0,2.4,4.4,1.1,0.3,1.4,2,0
145,5061589,Y. Missi,2024-25,regular,2026-02-12T22:31:30.104972,145,Y. Missi,C,73,26.8,9.1,3.7,6.7,54.7,0.0,0.0,0.0,1.7,2.8,62.3,8.2,1.4,0.5,1.3,1.1,14,0
146,4277847,W. Carter Jr.,2024-25,regular,2026-02-12T22:31:30.105024,146,W. Carter Jr.,C,68,25.9,9.1,3.3,7.2,46.0,0.5,2.3,23.4,1.9,2.6,73.7,7.2,2.0,0.8,0.6,1.1,10,0
147,2583632,R. O'Neale,2024-25,regular,2026-02-12T22:31:30.105079,147,R. O'Neale,F,75,24.5,9.1,3.2,7.6,42.3,2.4,5.9,40.6,0.3,0.3,73.1,4.7,2.2,0.9,0.4,0.9,1,0
148,4897943,D. Knecht,2024-25,regular,2026-02-12T22:31:30.105132,148,D. Knecht,F,78,19.2,9.1,3.3,7.1,46.1,1.6,4.4,37.6,0.8,1.1,76.2,2.8,0.8,0.3,0.1,0.5,0,0
149,4432181,J. Strawther,2024-25,regular,2026-02-12T22:31:30.105194,149,J. Strawther,G,65,21.3,9.0,3.2,7.5,43.2,1.4,4.1,34.9,1.1,1.4,82.2,2.2,1.3,0.6,0.2,0.9,0,0
150,4395695,J. Butler,2024-25,regular,2026-02-12T22:31:30.105252,150,J. Butler,G,60,17.4,9.0,3.4,7.6,44.8,1.0,2.8,35.5,1.3,1.5,82.4,1.8,3.7,0.7,0.2,1.3,1,0
151,6589,D. Green,2024-25,regular,2026-02-12T22:31:30.105306,151,D. Green,F,68,29.2,9.0,3.2,7.5,42.4,1.2,3.6,32.5,1.5,2.2,68.7,6.1,5.6,1.5,1.0,2.6,6,1
152,4431687,P. Williams,2024-25,regular,2026-02-12T22:31:30.105359,152,P. Williams,F,63,25.0,9.0,3.3,8.2,39.7,1.5,4.3,35.3,1.0,1.3,72.3,3.8,2.0,0.8,0.5,1.4,1,0
153,3213,A. Horford,2024-25,regular,2026-02-12T22:31:30.105413,153,A. Horford,C,60,27.7,9.0,3.3,7.7,42.3,1.9,5.2,36.3,0.6,0.6,89.5,6.2,2.1,0.6,0.9,0.8,7,0
154,4432817,J. Juzang,2024-25,regular,2026-02-12T22:31:30.105467,154,J. Juzang,G,64,19.8,8.9,3.2,7.4,42.9,1.8,4.9,37.6,0.7,0.8,84.9,2.9,1.1,0.6,0.1,0.6,0,0
155,3913174,L. Kennard,2024-25,regular,2026-02-12T22:31:30.105521,155,L. Kennard,G,65,22.6,8.9,3.2,6.6,47.8,1.7,4.0,43.3,0.8,0.9,89.5,2.8,3.3,0.8,0.1,1.1,0,0
156,2779,C. Paul,2024-25,regular,2026-02-12T22:31:30.105574,156,C. Paul,G,82,28.0,8.8,3.0,7.1,42.7,1.7,4.5,37.7,1.0,1.1,92.4,3.6,7.4,1.3,0.3,1.6,12,0
157,4432907,J. Champagnie,2024-25,regular,2026-02-12T22:31:30.105626,157,J. Champagnie,F,62,21.6,8.8,3.4,6.6,51.1,1.2,3.1,38.3,0.8,1.2,68.5,5.7,1.0,1.0,0.6,0.9,8,0
158,2581018,K. Caldwell-Pope,2024-25,regular,2026-02-12T22:31:30.105681,158,K. Caldwell-Pope,G,77,29.6,8.7,3.1,7.1,43.9,1.5,4.3,34.2,1.1,1.2,86.3,2.2,1.8,1.3,0.4,0.8,0,0
159,4397179,T. Martin,2024-25,regular,2026-02-12T22:31:30.105735,159,T. Martin,G,60,21.9,8.7,3.2,7.8,40.6,1.7,4.7,35.1,0.8,1.0,79.3,3.7,2.0,0.6,0.2,1.2,1,0
160,2578185,D. Finney-Smith,2024-25,regular,2026-02-12T22:31:30.105788,160,D. Finney-Smith,F,63,28.9,8.7,3.1,6.9,44.8,2.0,5.0,41.1,0.5,0.7,66.7,3.9,1.4,0.9,0.4,0.9,0,0
161,5174563,K. George,2024-25,regular,2026-02-12T22:31:30.105840,161,K. George,F,68,26.5,8.7,3.0,8.0,37.2,1.7,5.2,32.2,1.0,1.4,75.3,4.2,2.5,1.0,0.7,1.4,1,0
162,4683766,I. Collier,2024-25,regular,2026-02-12T22:31:30.105895,162,I. Collier,G,71,25.9,8.7,3.3,7.8,42.2,0.6,2.4,24.9,1.5,2.2,68.2,3.3,6.3,0.9,0.2,2.9,11,0
163,4432848,J. Jaquez Jr.,2024-25,regular,2026-02-12T22:31:30.105948,163,J. Jaquez Jr.,F,66,20.7,8.6,3.2,7.0,46.1,0.6,1.8,31.1,1.6,2.2,75.4,4.4,2.5,0.9,0.2,1.5,3,1
164,4711294,M. Buzelis,2024-25,regular,2026-02-12T22:31:30.106003,164,M. Buzelis,F,80,18.9,8.6,3.2,6.9,45.4,1.2,3.3,36.1,1.1,1.4,81.5,3.5,1.0,0.4,0.9,0.9,1,0
165,4065804,S. Hauser,2024-25,regular,2026-02-12T22:31:30.106055,165,S. Hauser,F,71,21.7,8.5,3.0,6.7,45.1,2.3,5.6,41.6,0.2,0.2,100.0,3.2,0.9,0.6,0.2,0.3,0,0
166,4683692,C. Wallace,2024-25,regular,2026-02-12T22:31:30.106108,166,C. Wallace,G,68,27.6,8.4,3.4,7.2,47.4,1.1,3.1,35.6,0.4,0.5,81.1,3.4,2.5,1.8,0.5,0.9,0,0
167,3906665,B. Clarke,2024-25,regular,2026-02-12T22:31:30.106161,167,B. Clarke,F,64,18.9,8.3,3.7,5.9,62.1,0.0,0.3,5.9,1.0,1.4,70.1,5.1,1.0,0.8,0.6,0.6,2,0
168,4397885,D. Banton,2024-25,regular,2026-02-12T22:31:30.106220,168,D. Banton,F,67,16.7,8.3,3.0,7.6,39.1,1.1,3.3,32.4,1.4,1.9,72.8,2.0,2.4,0.6,0.5,1.3,0,0
169,4702177,K. Ellis,2024-25,regular,2026-02-12T22:31:30.106276,169,K. Ellis,G,80,24.4,8.3,2.8,5.8,48.9,1.7,4.0,43.3,0.9,1.1,84.9,2.7,1.5,1.5,0.8,0.9,0,0
170,2990962,T. Prince,2024-25,regular,2026-02-12T22:31:30.106330,170,T. Prince,F,80,27.1,8.2,2.9,6.4,45.7,1.8,4.2,43.9,0.5,0.6,81.3,3.6,1.9,1.0,0.2,1.0,1,0
171,3195,M. Conley,2024-25,regular,2026-02-12T22:31:30.106383,171,M. Conley,G,71,24.7,8.2,2.6,6.6,40.0,1.8,4.4,41.0,1.1,1.3,90.0,2.6,4.5,1.1,0.2,1.1,1,0
172,4397189,J. Smith,2024-25,regular,2026-02-12T22:31:30.106436,172,J. Smith,F,64,15.0,8.2,3.0,6.4,46.6,1.1,3.5,32.4,1.1,1.4,80.9,5.6,1.0,0.3,0.7,0.6,4,0
173,4576087,P. Watson,2024-25,regular,2026-02-12T22:31:30.106489,173,P. Watson,G,68,24.4,8.1,3.0,6.3,47.7,0.7,2.0,35.3,1.4,2.0,69.3,3.4,1.4,0.7,1.4,0.8,0,0
174,4278053,D. Mitchell,2024-25,regular,2026-02-12T22:31:30.106542,174,D. Mitchell,G,74,27.4,7.9,3.0,6.4,46.8,1.1,2.9,39.8,0.8,1.1,69.0,2.3,4.9,1.0,0.2,1.7,1,0
175,3907823,T. Mann,2024-25,regular,2026-02-12T22:31:30.106596,175,T. Mann,G,67,21.1,7.7,3.1,6.2,49.6,0.9,2.4,36.8,0.7,1.0,69.1,3.0,1.8,0.7,0.2,0.7,0,0
176,4432811,J. Green,2024-25,regular,2026-02-12T22:31:30.106648,176,J. Green,G,68,27.8,7.4,2.6,6.2,42.8,1.4,3.6,39.1,0.7,1.1,68.1,2.5,1.6,1.1,0.2,1.0,0,0
177,4397475,A. Green,2024-25,regular,2026-02-12T22:31:30.106701,177,A. Green,G,73,22.7,7.4,2.5,5.8,42.9,2.1,5.0,42.7,0.3,0.4,81.5,2.4,1.5,0.5,0.1,0.5,0,0
178,4701234,R. Council IV,2024-25,regular,2026-02-12T22:31:30.106753,178,R. Council IV,G,73,17.1,7.3,2.4,6.3,38.2,0.8,2.9,25.8,1.7,2.1,80.4,2.9,1.3,0.4,0.2,0.7,3,0
179,4702382,T. da Silva,2024-25,regular,2026-02-12T22:31:30.106804,179,T. da Silva,F,74,22.0,7.2,2.7,6.5,41.2,1.1,3.2,33.5,0.7,0.9,87.3,3.3,1.5,0.4,0.2,0.8,1,0
180,4348700,G. Bitadze,2024-25,regular,2026-02-12T22:31:30.106857,180,G. Bitadze,C,70,20.4,7.2,3.0,4.8,61.1,0.0,0.4,10.7,1.2,1.9,63.9,6.6,2.0,0.7,1.4,1.0,15,0
181,4066757,S. Merrill,2024-25,regular,2026-02-12T22:31:30.106908,181,S. Merrill,G,71,19.7,7.2,2.4,6.0,40.6,1.9,5.2,37.2,0.4,0.4,96.6,2.2,1.5,0.7,0.2,0.5,0,0
182,4432241,J. Shead,2024-25,regular,2026-02-12T22:31:30.106961,182,J. Shead,G,75,19.6,7.1,2.7,6.7,40.5,1.0,3.0,32.3,0.7,0.9,76.8,1.5,4.2,0.8,0.1,1.6,1,0
183,4431893,J. Battle,2024-25,regular,2026-02-12T22:31:30.107014,183,J. Battle,F,59,17.7,7.1,2.5,5.9,42.9,1.8,4.4,40.5,0.3,0.3,88.9,2.7,0.9,0.3,0.2,0.5,0,0
184,3064230,C. Payne,2024-25,regular,2026-02-12T22:31:30.107068,184,C. Payne,PG,72,15.1,6.9,2.5,6.2,40.1,1.3,3.6,36.3,0.7,0.8,90.7,1.4,2.8,0.5,0.2,0.7,0,0
185,4592691,J. LaRavia,2024-25,regular,2026-02-12T22:31:30.107121,185,J. LaRavia,F,66,20.4,6.9,2.4,5.1,47.5,0.9,2.2,42.3,1.2,1.7,67.8,3.9,2.4,0.9,0.3,1.3,2,0
186,4888725,R. Dunn,2024-25,regular,2026-02-12T22:31:30.107181,186,R. Dunn,F,74,19.1,6.9,2.8,6.4,43.0,1.1,3.6,31.1,0.3,0.5,48.7,3.6,0.8,0.6,0.5,0.5,3,0
187,4065731,J. Huff,2024-25,regular,2026-02-12T22:31:30.107237,187,J. Huff,C,64,11.7,6.9,2.5,4.8,51.5,1.3,3.1,40.5,0.7,0.9,78.6,2.0,0.6,0.3,0.9,0.5,0,0
188,4431684,T. Jackson-Davis,2024-25,regular,2026-02-12T22:31:30.107291,188,T. Jackson-Davis,F,62,15.6,6.6,2.8,4.9,57.6,0.0,0.0,0.0,1.0,1.6,57.8,5.0,1.7,0.4,0.6,0.7,4,0
189,3136196,T. Lyles,2024-25,regular,2026-02-12T22:31:30.107343,189,T. Lyles,PF,69,19.6,6.5,2.3,5.4,42.0,1.2,3.4,34.0,0.8,1.2,70.0,4.6,1.2,0.6,0.3,0.6,1,0
190,4396991,T. Horton-Tucker,2024-25,regular,2026-02-12T22:31:30.107394,190,T. Horton-Tucker,SF,58,12.5,6.5,2.3,5.0,45.7,0.7,2.1,33.6,1.2,1.7,73.5,1.7,1.4,0.4,0.2,0.7,0,0
191,2326307,S. Curry,2024-25,regular,2026-02-12T22:31:30.107447,191,S. Curry,G,68,15.6,6.5,2.4,5.0,47.8,1.2,2.7,45.6,0.5,0.6,84.6,1.7,0.9,0.4,0.1,0.5,0,0
192,5105565,D. Clingan,2024-25,regular,2026-02-12T22:31:30.107500,192,D. Clingan,C,67,19.8,6.5,2.7,5.0,53.9,0.2,0.7,28.6,0.9,1.6,59.6,7.9,1.1,0.5,1.6,1.1,8,0
193,3934723,T. Bryant,2024-25,regular,2026-02-12T22:31:30.107564,193,T. Bryant,C,66,14.6,6.5,2.5,4.9,50.8,0.7,2.2,32.4,0.8,1.0,85.9,3.8,0.8,0.4,0.6,0.5,1,0
194,4291678,H. Highsmith,2024-25,regular,2026-02-12T22:31:30.107618,194,H. Highsmith,F,74,24.6,6.5,2.4,5.3,45.8,1.2,3.1,38.2,0.4,0.6,72.1,3.4,1.5,0.9,0.5,0.7,0,0
195,3134903,G. Payton II,2024-25,regular,2026-02-12T22:31:30.107673,195,G. Payton II,G,62,15.0,6.5,2.8,4.8,57.4,0.5,1.5,32.6,0.4,0.6,71.1,3.0,1.3,0.8,0.3,0.6,0,0
196,4683771,R. Holland II,2024-25,regular,2026-02-12T22:31:30.107725,196,R. Holland II,F,81,15.6,6.4,2.4,5.1,47.4,0.4,1.9,23.8,1.1,1.5,75.4,2.7,1.0,0.6,0.2,0.9,0,0
197,2991139,K. Dunn,2024-25,regular,2026-02-12T22:31:30.107778,197,K. Dunn,G,74,24.1,6.4,2.6,5.9,43.9,1.0,3.0,33.5,0.2,0.3,68.2,3.4,2.8,1.7,0.4,1.0,0,0
198,3137259,G. Vincent,2024-25,regular,2026-02-12T22:31:30.107830,198,G. Vincent,G,72,21.2,6.4,2.3,5.8,40.0,1.5,4.3,35.3,0.2,0.3,71.4,1.3,1.4,0.7,0.2,0.6,0,0
199,4066650,Z. Collins,2024-25,regular,2026-02-12T22:31:30.107884,199,Z. Collins,F,64,15.3,6.4,2.4,4.7,50.7,0.5,1.7,30.2,1.1,1.2,88.5,4.5,1.7,0.5,0.5,0.9,4,0
200,4432813,J. Robinson-Earl,2024-25,regular,2026-02-12T22:31:30.107935,200,J. Robinson-Earl,F,66,18.8,6.3,2.4,5.3,45.5,0.8,2.5,34.1,0.7,0.8,83.6,4.8,1.3,0.6,0.1,0.8,4,0
201,3133626,K. Williams,2024-25,regular,2026-02-12T22:31:30.107993,201,K. Williams,G,69,16.4,6.3,2.5,5.1,48.3,1.0,2.5,38.6,0.4,0.6,71.8,3.5,1.4,0.6,0.1,0.6,2,0
202,4278580,S. Mamukelashvili,2024-25,regular,2026-02-12T22:31:30.108048,202,S. Mamukelashvili,F,61,11.2,6.3,2.3,4.6,50.2,1.0,2.6,37.3,0.7,1.0,74.1,3.1,0.8,0.4,0.3,0.4,2,0
203,5107897,J. Mogbo,2024-25,regular,2026-02-12T22:31:30.108101,203,J. Mogbo,F,63,20.4,6.2,2.5,5.7,43.8,0.3,1.1,24.3,1.0,1.3,73.2,4.9,2.3,0.9,0.5,1.1,3,1
204,5106060,J. Walker,2024-25,regular,2026-02-12T22:31:30.108152,204,J. Walker,F,75,15.8,6.1,2.3,4.8,47.2,1.0,2.5,40.5,0.6,0.9,66.7,3.1,1.5,0.7,0.3,1.0,0,0
205,4432810,I. Stewart,2024-25,regular,2026-02-12T22:31:30.108207,205,I. Stewart,F,72,19.9,6.0,2.4,4.4,55.9,0.2,0.7,32.1,0.9,1.2,75.9,5.5,1.7,0.4,1.4,0.9,2,0
206,3064560,L. Kornet,2024-25,regular,2026-02-12T22:31:30.108260,206,L. Kornet,C,73,18.6,6.0,2.6,3.8,66.8,0.0,0.0,0.0,0.9,1.3,69.1,5.3,1.6,0.5,1.0,0.4,3,0
207,3899664,S. Fontecchio,2024-25,regular,2026-02-12T22:31:30.108313,207,S. Fontecchio,F,75,16.5,5.9,2.0,5.0,40.2,1.0,3.0,33.5,0.9,1.1,83.3,2.9,0.9,0.4,0.2,0.7,0,0
208,5211176,T. Salaun,2024-25,regular,2026-02-12T22:31:30.108366,208,T. Salaun,F,60,20.7,5.9,1.9,5.8,33.0,1.0,3.4,28.3,1.1,1.6,71.3,4.7,1.2,0.5,0.2,1.0,2,0
209,2993874,K. Anderson,2024-25,regular,2026-02-12T22:31:30.108418,209,K. Anderson,F,61,16.4,5.9,2.3,5.0,46.9,0.4,1.1,35.7,0.8,1.1,73.8,3.4,2.4,0.7,0.5,0.6,2,0
210,5105637,A. Bona,2024-25,regular,2026-02-12T22:31:30.108472,210,A. Bona,C,58,15.6,5.8,2.3,3.3,70.3,0.0,0.0,0.0,1.2,1.7,67.0,4.2,0.5,0.4,1.2,1.1,3,0
211,4433249,M. Diabate,2024-25,regular,2026-02-12T22:31:30.108524,211,M. Diabate,F,71,17.5,5.7,2.4,3.9,59.6,0.0,0.1,0.0,1.0,1.6,59.5,6.2,0.8,0.6,0.6,0.9,7,0
212,3922230,A. Holiday,2024-25,regular,2026-02-12T22:31:30.108577,212,A. Holiday,G,62,12.8,5.5,1.9,4.3,43.7,1.2,2.9,39.8,0.5,0.7,82.9,1.3,1.3,0.3,0.2,0.6,0,0
213,3912848,D. Wade,2024-25,regular,2026-02-12T22:31:30.108629,213,D. Wade,F,59,21.2,5.4,1.9,4.6,41.3,1.4,3.8,36.0,0.3,0.5,53.3,4.2,1.3,0.7,0.3,0.4,1,0
214,4065654,J. Isaac,2024-25,regular,2026-02-12T22:31:30.108684,214,J. Isaac,F,71,15.4,5.4,1.9,4.6,41.4,0.5,2.1,25.8,1.0,1.5,68.2,4.4,0.6,0.9,1.1,0.5,2,0
215,4433076,B. Sheppard,2024-25,regular,2026-02-12T22:31:30.108736,215,B. Sheppard,G,63,19.5,5.3,1.9,4.6,41.8,1.1,3.2,34.2,0.4,0.4,88.9,2.8,1.3,0.6,0.2,0.3,0,0
216,4432446,J. Walker,2024-25,regular,2026-02-12T22:31:30.108791,216,J. Walker,F,60,12.5,5.2,2.0,3.8,51.5,0.5,1.2,38.9,0.8,1.2,69.0,3.5,0.6,0.6,0.1,0.6,1,0
217,2596112,J. Green,2024-25,regular,2026-02-12T22:31:30.108844,217,J. Green,G,68,18.5,5.1,1.8,4.2,42.9,0.7,2.1,32.6,0.8,1.1,72.4,3.2,0.8,1.0,0.5,0.5,0,0
218,4397424,N. Queta,2024-25,regular,2026-02-12T22:31:30.108896,218,N. Queta,C,62,13.9,5.0,2.1,3.3,65.0,0.0,0.0,0.0,0.7,1.0,75.4,3.8,0.7,0.3,0.7,0.6,0,0
219,5105553,J. Phillips,2024-25,regular,2026-02-12T22:31:30.108949,219,J. Phillips,F,79,14.2,4.6,1.6,3.6,44.6,0.6,1.9,32.7,0.8,1.0,78.9,2.1,0.5,0.5,0.3,0.3,0,0
220,3914285,D. Eubanks,2024-25,regular,2026-02-12T22:31:30.109001,220,D. Eubanks,F,61,12.2,4.6,1.9,3.2,59.3,0.0,0.1,50.0,0.8,1.2,66.2,3.7,0.9,0.2,0.6,0.7,0,0
221,3155535,K. Looney,2024-25,regular,2026-02-12T22:31:30.109055,221,K. Looney,F,76,15.0,4.5,1.9,3.7,51.4,0.0,0.1,40.0,0.7,1.3,56.6,6.1,1.6,0.6,0.5,0.5,2,0
222,2488653,M. Plumlee,2024-25,regular,2026-02-12T22:31:30.109108,222,M. Plumlee,C,74,17.6,4.5,1.7,2.7,61.9,0.0,0.1,0.0,1.1,1.7,64.8,6.1,1.8,0.4,0.6,0.8,2,0
223,4433159,D. Terry,2024-25,regular,2026-02-12T22:31:30.109159,223,D. Terry,F,73,13.5,4.5,1.6,3.7,44.8,0.5,1.4,35.6,0.7,0.9,71.0,1.7,1.3,0.6,0.2,0.7,0,0
224,5105806,J. Howard,2024-25,regular,2026-02-12T22:31:30.109224,224,J. Howard,G,60,11.7,4.5,1.6,4.4,37.4,0.9,3.1,29.6,0.3,0.4,69.6,1.2,0.7,0.2,0.2,0.6,0,0
225,4601023,O. Ighodaro,2024-25,regular,2026-02-12T22:31:30.109279,225,O. Ighodaro,F,61,17.1,4.2,1.9,3.1,60.4,0.0,0.0,0.0,0.5,0.8,58.0,3.6,1.2,0.5,0.5,0.6,0,0
226,4594326,K. Murray,2024-25,regular,2026-02-12T22:31:30.109339,226,K. Murray,F,69,15.1,4.2,1.7,4.0,41.9,0.4,1.7,22.5,0.4,0.8,45.6,2.6,1.0,0.5,0.2,0.6,1,0
227,4433623,C. Houstan,2024-25,regular,2026-02-12T22:31:30.109392,227,C. Houstan,G,58,13.6,4.1,1.4,3.3,42.1,1.1,2.8,40.0,0.3,0.3,88.2,1.3,0.6,0.4,0.1,0.2,0,0
228,3416,N. Batum,2024-25,regular,2026-02-12T22:31:30.109447,228,N. Batum,F,78,17.5,4.0,1.3,3.1,43.7,1.1,2.6,43.3,0.2,0.3,81.0,2.8,1.1,0.7,0.5,0.4,0,0
229,2991235,S. Adams,2024-25,regular,2026-02-12T22:31:30.109500,229,S. Adams,C,58,13.7,3.9,1.6,2.9,54.5,0.0,0.0,0.0,0.7,1.6,46.2,5.6,1.1,0.4,0.5,0.9,3,0
230,4683935,B. Wesley,2024-25,regular,2026-02-12T22:31:30.109552,230,B. Wesley,G,58,11.8,3.7,1.4,3.2,43.5,0.3,1.0,29.3,0.7,1.1,62.3,1.1,2.0,0.6,0.1,0.9,0,0
231,4432190,A. Jackson Jr.,2024-25,regular,2026-02-12T22:31:30.109606,231,A. Jackson Jr.,G,67,14.6,3.4,1.4,2.9,47.7,0.4,1.1,39.5,0.2,0.4,50.0,2.7,1.2,0.5,0.2,0.9,0,0
232,3945274,L. Doncic,2024-25,regular,2026-02-12T22:31:30.109659,-,L. Doncic,G,50,35.4,28.2,9.2,20.5,45.0,3.5,9.6,36.8,6.2,7.9,78.2,8.2,7.7,1.8,0.4,3.6,21,5
