rank,player_id,player_name,season,season_type,scraped_at,rk,name,pos,gp,min,pts,fgm,fga,fg_percent,3pm,3pa,3p_percent,ftm,fta,ft_percent,reb,ast,stl,blk,to,dd2,td3
233,4431678,T. Maxey,2024-25,regular,2026-02-12T22:31:30.109712,-,T. Maxey,G,52,37.7,26.3,9.2,21.0,43.7,3.1,9.2,33.7,4.9,5.6,87.9,3.3,6.1,1.8,0.4,2.4,8,1
234,4432573,P. Banchero,2024-25,regular,2026-02-12T22:31:30.109766,-,P. Banchero,F,46,34.4,25.9,9.0,19.8,45.2,1.9,5.9,32.0,6.1,8.4,72.7,7.5,4.8,0.8,0.6,3.0,11,0
235,4432816,L. Ball,2024-25,regular,2026-02-12T22:31:30.109818,-,L. Ball,G,47,32.0,25.2,8.6,21.3,40.5,3.8,11.2,33.9,4.1,4.9,84.3,4.9,7.4,1.1,0.3,3.6,13,0
236,6583,A. Davis,2024-25,regular,2026-02-12T22:31:30.109872,-,A. Davis,F,51,33.4,24.7,9.2,17.8,51.6,0.7,2.4,28.2,5.6,7.2,77.5,11.6,3.5,1.2,2.2,2.2,36,1
237,6442,K. Irving,2024-25,regular,2026-02-12T22:31:30.109924,-,K. Irving,G,50,36.1,24.7,8.9,18.9,47.3,2.9,7.2,40.1,3.9,4.3,91.6,4.8,4.6,1.3,0.5,2.2,0,0
238,4395628,Z. Williamson,2024-25,regular,2026-02-12T22:31:30.109980,-,Z. Williamson,F,30,28.6,24.6,9.6,16.9,56.7,0.1,0.4,23.1,5.3,8.0,65.6,7.2,5.3,1.2,0.9,3.0,8,2
239,5104157,V. Wembanyama,2024-25,regular,2026-02-12T22:31:30.110034,-,V. Wembanyama,F,46,33.2,24.3,8.9,18.6,47.6,3.1,8.8,35.2,3.4,4.1,83.6,11.0,3.7,1.1,3.8,3.2,28,1
240,4432174,C. Thomas,2024-25,regular,2026-02-12T22:31:30.110086,-,C. Thomas,G,25,31.2,24.0,8.0,18.2,43.8,2.7,7.8,34.9,5.3,6.0,88.1,3.3,3.8,0.6,0.1,2.5,1,0
241,3059318,J. Embiid,2024-25,regular,2026-02-12T22:31:30.110138,-,J. Embiid,C,19,30.2,23.8,7.4,16.6,44.4,1.2,4.1,29.9,7.8,8.9,88.2,8.2,4.5,0.7,0.9,3.3,7,1
242,4279888,J. Morant,2024-25,regular,2026-02-12T22:31:30.110190,-,J. Morant,G,50,30.4,23.2,8.1,17.8,45.4,1.8,5.7,30.9,5.3,6.4,82.4,4.1,7.3,1.2,0.2,3.7,13,1
243,3913176,B. Ingram,2024-25,regular,2026-02-12T22:31:30.110261,-,B. Ingram,F,18,33.1,22.2,8.6,18.5,46.5,2.4,6.4,37.4,2.6,3.1,85.5,5.6,5.2,0.9,0.6,3.8,0,0
244,6450,K. Leonard,2024-25,regular,2026-02-12T22:31:30.110316,-,K. Leonard,F,37,31.9,21.5,8.4,16.8,49.8,2.1,5.1,41.1,2.6,3.3,81.0,5.9,3.1,1.6,0.5,1.9,5,0
245,4397688,T. Murphy III,2024-25,regular,2026-02-12T22:31:30.110370,-,T. Murphy III,F,53,35.0,21.2,7.2,15.8,45.4,3.0,8.3,36.1,3.8,4.3,88.7,5.1,3.5,1.1,0.7,1.9,2,0
246,2490149,C. McCollum,2024-25,regular,2026-02-12T22:31:30.110422,-,C. McCollum,G,56,32.7,21.1,7.9,17.9,44.4,3.1,8.2,37.3,2.2,3.1,71.7,3.8,4.1,0.8,0.4,1.9,0,0
247,4433287,B. Miller,2024-25,regular,2026-02-12T22:31:30.110476,-,B. Miller,F,27,34.2,21.0,7.3,18.2,40.3,3.9,10.9,35.5,2.5,2.9,86.1,4.9,3.6,1.1,0.7,2.8,2,0
248,3102531,K. Porzingis,2024-25,regular,2026-02-12T22:31:30.110529,-,K. Porzingis,C,42,28.8,19.5,6.6,13.7,48.3,2.5,6.0,41.2,3.8,4.7,80.9,6.8,2.1,0.7,1.5,1.3,6,0
249,4066336,L. Markkanen,2024-25,regular,2026-02-12T22:31:30.110581,-,L. Markkanen,F,47,31.4,19.0,6.3,14.9,42.3,2.9,8.5,34.6,3.4,3.9,87.6,5.9,1.5,0.7,0.4,1.4,5,0
250,3908845,J. Collins,2024-25,regular,2026-02-12T22:31:30.110635,-,J. Collins,F,40,30.5,19.0,7.0,13.3,52.7,1.5,3.7,39.9,3.5,4.1,84.8,8.2,2.0,1.0,1.0,2.6,13,0
251,4701230,J. Johnson,2024-25,regular,2026-02-12T22:31:30.110712,-,J. Johnson,F,36,35.7,18.9,7.5,15.1,50.0,1.2,3.9,31.2,2.6,3.5,74.6,10.0,5.0,1.6,1.0,2.9,20,1
252,3138196,C. Johnson,2024-25,regular,2026-02-12T22:31:30.110767,-,C. Johnson,F,57,31.6,18.8,6.2,13.1,47.5,2.8,7.2,39.0,3.5,3.9,89.3,4.3,3.4,0.9,0.4,1.7,2,0
253,4433218,J. Ivey,2024-25,regular,2026-02-12T22:31:30.110820,-,J. Ivey,G,30,29.9,17.6,6.3,13.8,46.0,2.1,5.1,40.9,2.8,3.9,73.3,4.1,4.0,0.9,0.4,3.0,0,0
254,6430,J. Butler III,2024-25,regular,2026-02-12T22:31:30.110873,-,J. Butler III,F,55,31.7,17.5,5.5,10.9,50.4,0.6,1.9,30.8,6.0,7.1,84.2,5.4,5.4,1.4,0.3,1.3,6,3
255,3907497,D. Murray,2024-25,regular,2026-02-12T22:31:30.110926,-,D. Murray,G,31,32.6,17.5,6.3,15.9,39.3,1.7,5.6,29.9,3.3,4.0,82.3,6.5,7.4,2.0,0.4,3.4,8,1
256,4395724,I. Quickley,2024-25,regular,2026-02-12T22:31:30.110978,-,I. Quickley,G,33,27.8,17.1,5.6,13.3,42.0,2.6,6.8,37.8,3.4,3.9,86.7,3.5,5.8,0.7,0.1,1.8,2,0
257,6580,B. Beal,2024-25,regular,2026-02-12T22:31:30.111032,-,B. Beal,G,53,32.1,17.0,6.5,13.1,49.7,1.9,5.0,38.6,2.1,2.6,80.3,3.3,3.7,1.1,0.5,1.9,1,0
258,4251,P. George,2024-25,regular,2026-02-12T22:31:30.111086,-,P. George,F,41,32.5,16.2,6.0,13.9,43.0,2.3,6.5,35.8,1.9,2.4,81.4,5.3,4.3,1.8,0.5,2.6,3,0
259,2528426,J. Clarkson,2024-25,regular,2026-02-12T22:31:30.111139,-,J. Clarkson,G,37,26.0,16.2,5.4,13.3,40.8,2.3,6.3,36.2,3.1,3.9,79.7,3.2,3.7,0.8,0.2,2.3,0,0
260,4432165,J. Suggs,2024-25,regular,2026-02-12T22:31:30.111199,-,J. Suggs,G,35,28.6,16.2,5.6,13.7,41.0,2.2,6.9,31.4,2.8,3.1,88.2,4.0,3.7,1.5,0.9,2.9,0,0
261,4683778,J. McCain,2024-25,regular,2026-02-12T22:31:30.111256,-,J. McCain,G,23,25.7,15.3,5.5,11.9,46.0,2.2,5.8,38.3,2.1,2.4,87.5,2.4,2.6,0.7,0.0,1.6,1,0
262,4433247,J. Kuminga,2024-25,regular,2026-02-12T22:31:30.111311,-,J. Kuminga,F,47,24.3,15.3,5.5,12.1,45.4,1.0,3.2,30.5,3.3,5.0,66.8,4.6,2.2,0.8,0.4,1.5,2,0
263,4701232,M. Williams,2024-25,regular,2026-02-12T22:31:30.111364,-,M. Williams,C,44,26.6,15.3,6.1,10.2,60.4,0.0,0.1,0.0,3.0,3.7,80.4,10.2,2.5,0.7,1.2,1.6,21,0
264,4433255,C. Holmgren,2024-25,regular,2026-02-12T22:31:30.111418,-,C. Holmgren,C,32,27.4,15.0,5.2,10.7,49.0,1.4,3.6,37.9,3.2,4.2,75.4,8.0,2.0,0.7,2.2,1.8,11,0
265,3064290,A. Gordon,2024-25,regular,2026-02-12T22:31:30.111472,-,A. Gordon,F,51,28.4,14.7,5.2,9.7,53.1,1.5,3.4,43.6,2.8,3.5,81.0,4.8,3.2,0.5,0.3,1.4,3,0
266,4278078,P.J. Washington,2024-25,regular,2026-02-12T22:31:30.111525,-,P.J. Washington,F,57,32.2,14.7,5.3,11.7,45.3,1.6,4.2,38.1,2.5,3.5,72.2,7.8,2.3,1.1,1.1,2.1,14,0
267,3134908,J. Poeltl,2024-25,regular,2026-02-12T22:31:30.111578,-,J. Poeltl,C,57,29.6,14.5,6.4,10.2,62.7,0.0,0.1,33.3,1.7,2.5,67.4,9.6,2.8,1.2,1.2,1.9,23,0
268,2991070,J. Grant,2024-25,regular,2026-02-12T22:31:30.111633,-,J. Grant,F,47,32.4,14.4,4.6,12.2,37.3,2.3,6.3,36.5,3.0,3.5,84.9,3.5,2.1,0.9,1.0,1.4,0,0
269,4278129,D. Ayton,2024-25,regular,2026-02-12T22:31:30.111686,-,D. Ayton,C,40,30.2,14.4,6.6,11.7,56.6,0.2,0.8,18.8,1.0,1.5,66.7,10.2,1.6,0.8,1.0,1.7,20,0
270,5106258,G. Dick,2024-25,regular,2026-02-12T22:31:30.111741,-,G. Dick,G,54,29.4,14.4,4.9,12.0,41.0,2.1,6.0,35.0,2.5,2.9,85.8,3.6,1.8,0.9,0.2,1.5,0,0
271,4432819,T. Mann,2024-25,regular,2026-02-12T22:31:30.111792,-,T. Mann,G,13,24.5,14.1,5.4,12.4,43.5,1.8,4.6,40.0,1.5,1.6,90.5,2.9,3.0,0.5,0.3,1.9,0,0
272,4397882,T. Smith,2024-25,regular,2026-02-12T22:31:30.111847,-,T. Smith,F,1,22.0,14.0,6.0,9.0,66.7,0.0,0.0,0.0,2.0,3.0,66.7,8.0,0.0,0.0,0.0,2.0,0,0
273,3064482,B. Portis,2024-25,regular,2026-02-12T22:31:30.111899,-,B. Portis,F,49,25.4,13.9,5.7,12.1,46.6,1.3,3.6,36.5,1.2,1.5,83.6,8.4,2.1,0.7,0.5,1.2,11,0
274,3150844,M. Wagner,2024-25,regular,2026-02-12T22:31:30.111952,-,M. Wagner,F,30,18.8,12.9,4.7,8.3,56.2,0.9,2.5,36.0,2.6,3.7,71.8,4.9,1.4,0.8,0.4,1.6,1,0
275,2566769,M. Brogdon,2024-25,regular,2026-02-12T22:31:30.112004,-,M. Brogdon,G,24,23.5,12.7,4.3,10.0,43.3,0.7,2.3,28.6,3.4,3.8,88.0,3.8,4.1,0.5,0.2,1.6,2,0
276,4277890,L. Walker IV,2024-25,regular,2026-02-12T22:31:30.112057,-,L. Walker IV,G,20,23.9,12.4,4.5,10.6,42.0,2.3,6.4,35.4,1.2,1.5,80.0,3.2,2.5,0.5,0.3,1.3,1,0
277,4397002,A. Dosunmu,2024-25,regular,2026-02-12T22:31:30.112110,-,A. Dosunmu,G,46,30.3,12.3,4.8,9.8,49.2,1.3,4.1,32.8,1.3,1.7,78.5,3.5,4.5,0.9,0.4,1.5,1,1
278,4278049,D. Gafford,2024-25,regular,2026-02-12T22:31:30.112165,-,D. Gafford,F,57,21.5,12.3,5.0,7.1,70.2,0.0,0.0,0.0,2.4,3.4,68.9,6.8,1.4,0.4,1.8,1.2,8,0
279,4432639,J. Smith Jr.,2024-25,regular,2026-02-12T22:31:30.112217,-,J. Smith Jr.,F,57,30.1,12.2,4.4,9.9,43.8,1.7,4.9,35.4,1.8,2.2,82.5,7.0,1.1,0.4,0.7,1.1,8,0
280,4431695,D. Timme,2024-25,regular,2026-02-12T22:31:30.112271,-,D. Timme,F,9,28.2,12.1,5.0,11.3,44.1,1.0,3.9,25.7,1.1,1.8,62.5,7.2,2.2,0.4,0.1,1.7,3,0
281,4433192,T. Eason,2024-25,regular,2026-02-12T22:31:30.112323,-,T. Eason,F,57,24.9,12.0,4.8,9.8,48.7,1.1,3.2,34.2,1.4,1.8,76.0,6.4,1.5,1.7,0.9,1.1,6,0
282,4396909,A. Nesmith,2024-25,regular,2026-02-12T22:31:30.112375,-,A. Nesmith,G,45,24.9,12.0,4.3,8.4,50.7,1.9,4.3,43.1,1.6,1.8,91.3,4.0,1.2,0.8,0.4,0.8,0,0
283,6609,K. Middleton,2024-25,regular,2026-02-12T22:31:30.112427,-,K. Middleton,F,37,22.8,11.9,4.3,9.1,47.5,1.3,3.6,36.1,1.9,2.3,85.7,3.7,4.1,0.9,0.2,1.5,0,0
284,4610139,J. Sochan,2024-25,regular,2026-02-12T22:31:30.112482,-,J. Sochan,F,54,25.3,11.4,4.6,8.7,53.5,0.5,1.7,30.8,1.6,2.3,69.6,6.5,2.4,0.8,0.5,1.6,8,0
285,4222252,I. Hartenstein,2024-25,regular,2026-02-12T22:31:30.112534,-,I. Hartenstein,C,57,27.9,11.2,4.9,8.4,58.1,0.0,0.3,0.0,1.4,2.1,67.5,10.7,3.8,0.8,1.1,1.7,28,0
286,3037789,B. Bogdanovic,2024-25,regular,2026-02-12T22:31:30.112586,-,B. Bogdanovic,G,54,25.0,10.8,3.9,9.1,42.7,1.9,5.4,36.3,1.1,1.2,87.9,2.9,2.7,0.8,0.2,1.4,1,0
287,4683750,J. Hawkins,2024-25,regular,2026-02-12T22:31:30.112639,-,J. Hawkins,G,56,23.6,10.8,3.7,9.9,37.2,2.0,5.9,33.1,1.4,1.8,81.6,2.8,1.2,0.5,0.4,1.0,0,0
288,4997528,N. Jovic,2024-25,regular,2026-02-12T22:31:30.112693,-,N. Jovic,F,46,25.1,10.7,3.7,8.2,45.6,1.7,4.6,37.1,1.6,1.9,82.8,3.9,2.8,0.8,0.3,1.3,0,0
289,4432162,B. Boston,2024-25,regular,2026-02-12T22:31:30.112745,-,B. Boston,SG,42,23.6,10.7,4.0,9.1,43.6,1.2,3.3,35.0,1.6,2.0,78.8,3.2,2.2,1.3,0.2,1.2,0,0
290,4066218,G. Williams,2024-25,regular,2026-02-12T22:31:30.112802,-,G. Williams,F,16,29.9,10.4,3.4,7.7,43.9,1.7,4.6,36.5,1.9,2.3,83.8,5.1,2.3,1.1,0.8,1.8,0,0
291,4277869,J. Alvarado,2024-25,regular,2026-02-12T22:31:30.112854,-,J. Alvarado,G,56,24.4,10.3,3.6,9.3,39.2,2.0,5.5,35.9,1.1,1.3,81.1,2.4,4.6,1.3,0.3,1.5,2,0
292,4066436,D. Melton,2024-25,regular,2026-02-12T22:31:30.112907,-,D. Melton,G,6,20.2,10.3,3.7,9.0,40.7,2.2,5.8,37.1,0.8,1.3,62.5,3.3,2.8,1.2,0.3,1.7,1,0
293,4277813,H. Jones,2024-25,regular,2026-02-12T22:31:30.112959,-,H. Jones,F,20,32.4,10.3,3.8,8.6,43.6,1.1,3.6,30.6,1.7,2.0,82.5,3.9,3.3,1.9,0.5,1.8,0,0
294,4431675,T. Watford,2024-25,regular,2026-02-12T22:31:30.113013,-,T. Watford,F,44,20.8,10.2,3.7,8.0,46.9,0.7,2.0,33.0,2.1,2.8,76.2,3.6,2.6,0.6,0.3,1.9,1,0
295,4431689,K. Brooks Jr.,2024-25,regular,2026-02-12T22:31:30.113065,-,K. Brooks Jr.,SF,14,23.7,10.1,3.8,7.8,48.6,1.0,3.1,32.6,1.6,2.1,73.3,4.1,0.9,0.7,0.7,0.9,1,0
296,4711297,J. Edwards,2024-25,regular,2026-02-12T22:31:30.113117,-,J. Edwards,F,44,26.3,10.1,3.9,8.6,45.5,1.6,4.3,36.3,0.7,1.0,69.6,3.4,1.6,1.0,0.4,1.1,1,0
297,3948153,C. Boucher,2024-25,regular,2026-02-12T22:31:30.113169,-,C. Boucher,F,50,17.2,10.0,3.6,7.4,49.2,1.4,3.9,36.3,1.4,1.7,78.2,4.5,0.7,0.5,0.5,0.6,3,0
298,4597865,T. Evbuomwan,2024-25,regular,2026-02-12T22:31:30.113228,-,T. Evbuomwan,F,28,23.8,9.5,3.4,7.9,42.7,0.9,2.8,31.2,2.0,2.6,75.3,4.3,2.0,0.9,0.4,1.4,0,0
299,4997537,T. Vukcevic,2024-25,regular,2026-02-12T22:31:30.113283,-,T. Vukcevic,F,35,14.7,9.4,3.4,6.9,49.6,1.1,2.9,37.3,1.5,1.9,77.6,3.7,1.1,0.3,0.7,1.2,1,0
300,4065778,M. Strus,2024-25,regular,2026-02-12T22:31:30.113336,-,M. Strus,G,50,25.5,9.4,3.3,7.5,44.2,2.3,5.9,38.6,0.6,0.7,82.4,4.3,3.2,0.5,0.2,1.1,0,0
301,5105592,C. Whitmore,2024-25,regular,2026-02-12T22:31:30.113390,-,C. Whitmore,F,51,16.2,9.4,3.5,7.9,44.4,1.3,3.6,35.5,1.1,1.4,75.0,3.0,1.0,0.6,0.3,0.9,2,0
302,4278076,N. Richards,2024-25,regular,2026-02-12T22:31:30.113443,-,N. Richards,C,57,22.0,9.3,3.6,6.1,59.1,0.0,0.0,0.0,2.1,2.8,74.4,8.2,0.9,0.2,1.0,1.4,16,0
303,4712896,N. Clowney,2024-25,regular,2026-02-12T22:31:30.113499,-,N. Clowney,F,46,22.7,9.1,2.9,8.1,35.8,1.9,5.7,33.3,1.5,1.7,83.8,3.9,0.9,0.5,0.5,1.0,0,0
304,4067017,A.J. Lawson,2024-25,regular,2026-02-12T22:31:30.113554,-,A.J. Lawson,G,26,18.7,9.1,3.1,7.3,42.1,1.3,3.9,32.7,1.7,2.4,68.3,3.3,1.2,0.5,0.2,0.6,2,0
305,4683024,K. Hayes,2024-25,regular,2026-02-12T22:31:30.113610,-,K. Hayes,G,6,27.0,9.0,3.0,7.2,41.9,1.3,3.5,38.1,1.7,2.0,83.3,3.0,5.2,0.7,0.7,1.5,0,0
306,2990992,M. Smart,2024-25,regular,2026-02-12T22:31:30.113664,-,M. Smart,G,34,20.0,9.0,3.0,7.6,39.3,1.4,4.1,34.8,1.6,2.1,76.1,2.1,3.2,1.1,0.3,1.6,0,0
307,3102530,J. Nurkic,2024-25,regular,2026-02-12T22:31:30.113718,-,J. Nurkic,C,51,20.8,8.9,3.3,6.9,47.7,0.6,2.1,30.5,1.7,2.5,66.4,7.8,2.3,0.8,0.7,1.9,10,0
308,3102529,C. Capela,2024-25,regular,2026-02-12T22:31:30.113769,-,C. Capela,C,55,21.4,8.9,4.0,7.1,55.9,0.0,0.0,0.0,0.9,1.8,53.6,8.5,1.1,0.6,1.0,0.9,11,0
309,3133602,S. Mykhailiuk,2024-25,regular,2026-02-12T22:31:30.113825,-,S. Mykhailiuk,G,38,20.0,8.8,3.1,7.9,39.1,1.8,5.3,34.5,0.7,0.9,80.0,2.4,2.0,0.5,0.2,1.4,0,0
310,2489663,K. Olynyk,2024-25,regular,2026-02-12T22:31:30.113879,-,K. Olynyk,F,44,20.3,8.7,3.0,6.1,50.0,0.8,1.8,41.8,1.9,2.5,76.9,4.7,2.9,0.8,0.4,1.7,2,0
311,4683688,D. Lively II,2024-25,regular,2026-02-12T22:31:30.113932,-,D. Lively II,C,36,23.1,8.7,3.7,5.3,70.2,0.0,0.0,0.0,1.3,2.0,63.0,7.5,2.4,0.6,1.6,1.1,8,0
312,4868423,J. Hardy,2024-25,regular,2026-02-12T22:31:30.113986,-,J. Hardy,G,57,15.9,8.7,3.2,7.3,43.5,1.3,3.5,38.6,1.1,1.5,69.8,1.6,1.4,0.5,0.1,1.4,0,0
313,3102528,D. Exum,2024-25,regular,2026-02-12T22:31:30.114039,-,D. Exum,G,20,18.6,8.7,3.2,6.7,47.8,1.2,2.7,43.4,1.2,1.6,74.2,1.7,2.8,0.6,0.2,1.1,0,0
314,4278031,O. Brissett,2024-25,regular,2026-02-12T22:31:30.114092,-,O. Brissett,SF,6,23.7,8.7,3.2,6.5,48.7,1.0,3.0,33.3,1.3,2.3,57.1,3.7,0.7,0.7,0.5,1.3,0,0
315,4684272,J. Walter,2024-25,regular,2026-02-12T22:31:30.114187,-,J. Walter,G,52,21.2,8.6,3.1,7.6,40.5,1.3,3.6,34.9,1.3,1.6,79.5,3.1,1.6,0.8,0.2,1.0,1,0
316,2580365,L. Nance Jr.,2024-25,regular,2026-02-12T22:31:30.114324,-,L. Nance Jr.,F,24,19.3,8.5,3.3,6.5,51.6,1.4,3.2,44.7,0.4,0.5,69.2,4.3,1.6,0.8,0.5,0.7,3,0
317,4397119,J. Rhoden,2024-25,regular,2026-02-12T22:31:30.114439,-,J. Rhoden,G,14,16.1,8.4,3.0,6.2,48.3,0.9,2.8,30.8,1.6,1.8,88.0,3.0,1.1,0.7,0.1,0.6,1,0
318,4278541,J. Nowell,2024-25,regular,2026-02-12T22:31:30.114589,-,J. Nowell,G,8,21.0,8.4,3.3,9.1,35.6,1.0,3.4,29.6,0.9,1.4,63.6,2.5,2.3,0.1,0.5,1.0,0,0
319,4397040,B. Williams,2024-25,regular,2026-02-12T22:31:30.114697,-,B. Williams,G,33,14.8,8.3,3.0,5.7,52.1,0.7,1.8,40.0,1.7,2.0,83.3,1.8,2.3,0.7,0.2,1.2,0,0
320,4065670,B. Brown,2024-25,regular,2026-02-12T22:31:30.114816,-,B. Brown,G,41,22.5,8.3,3.2,7.5,42.1,0.7,2.0,33.3,1.3,1.6,81.5,4.0,2.0,0.8,0.2,1.0,0,0
321,4593016,Q. Post,2024-25,regular,2026-02-12T22:31:30.114944,-,Q. Post,C,42,16.3,8.1,2.9,6.5,44.9,1.7,4.3,40.8,0.5,0.6,77.8,3.5,1.3,0.4,0.4,0.8,0,0
322,4432194,D. Sharpe,2024-25,regular,2026-02-12T22:31:30.115050,-,D. Sharpe,C,50,18.1,7.9,3.3,6.3,52.0,0.2,0.9,24.4,1.1,1.5,75.7,6.6,1.8,0.8,0.8,1.3,4,0
323,3138160,C. Martin,2024-25,regular,2026-02-12T22:31:30.115161,-,C. Martin,F,45,27.1,7.9,2.9,6.8,42.4,0.8,2.3,35.9,1.4,2.2,62.2,3.9,2.1,1.0,0.5,1.2,1,0
324,4432887,T. Etienne,2024-25,regular,2026-02-12T22:31:30.115280,-,T. Etienne,G,7,21.6,7.9,2.4,7.4,32.7,1.9,6.3,29.5,1.1,1.4,80.0,1.3,1.7,0.4,0.1,1.1,0,0
325,4683834,K. Simpson,2024-25,regular,2026-02-12T22:31:30.115413,-,K. Simpson,G,36,23.4,7.8,2.9,8.4,34.6,0.9,3.6,25.4,1.1,1.4,82.0,3.0,3.1,0.9,0.2,1.6,0,0
326,4997538,K. Matkovic,2024-25,regular,2026-02-12T22:31:30.115548,-,K. Matkovic,F,42,18.8,7.7,3.2,5.6,57.4,0.5,1.6,31.8,0.8,1.0,77.3,5.0,1.1,0.5,1.0,1.0,4,0
327,4432827,O. Tshiebwe,2024-25,regular,2026-02-12T22:31:30.115682,-,O. Tshiebwe,C,14,18.2,7.6,3.0,5.0,60.0,0.0,0.0,0.0,1.6,2.2,74.2,8.7,0.6,0.9,0.1,0.7,4,0
328,4066421,L. Ball,2024-25,regular,2026-02-12T22:31:30.115791,-,L. Ball,G,35,22.2,7.6,2.5,6.9,36.6,1.9,5.6,34.4,0.6,0.8,81.5,3.4,3.3,1.3,0.5,1.2,0,0
329,5170947,A. Johnson,2024-25,regular,2026-02-12T22:31:30.115886,-,A. Johnson,G,29,22.0,7.6,2.8,7.3,38.5,0.8,3.1,26.7,1.1,1.3,86.5,2.0,2.6,0.4,0.1,1.2,0,0
330,3913180,G. Mathews,2024-25,regular,2026-02-12T22:31:30.115959,-,G. Mathews,G,47,17.7,7.5,2.2,5.5,39.7,1.8,4.6,39.0,1.4,1.7,82.1,1.9,1.3,0.6,0.3,0.7,0,0
331,3907498,M. Thybulle,2024-25,regular,2026-02-12T22:31:30.116043,-,M. Thybulle,G,15,20.8,7.5,2.8,5.9,47.7,1.4,3.2,43.8,0.5,1.0,46.7,3.5,1.9,2.2,0.6,0.9,0,0
332,2993370,R. Holmes,2024-25,regular,2026-02-12T22:31:30.116118,-,R. Holmes,F,31,17.2,7.4,2.9,4.5,64.7,0.0,0.1,0.0,1.6,1.9,83.3,5.7,1.4,0.3,0.7,0.7,3,0
333,6585,A. Drummond,2024-25,regular,2026-02-12T22:31:30.116202,-,A. Drummond,C,40,18.8,7.3,2.9,5.9,50.0,0.1,0.5,15.0,1.4,2.3,62.2,7.8,0.9,1.0,0.5,1.4,5,0
334,4431766,D. Baugh,2024-25,regular,2026-02-12T22:31:30.116281,-,D. Baugh,G,15,24.7,7.3,2.8,8.7,32.3,0.8,3.7,21.4,0.9,1.0,86.7,3.3,3.7,1.0,0.1,2.1,0,0
335,6429,A. Burks,2024-25,regular,2026-02-12T22:31:30.116363,-,A. Burks,SG,49,17.6,7.3,2.3,5.5,42.4,1.8,4.2,42.5,0.8,1.0,77.6,2.5,1.1,0.6,0.1,0.6,0,0
336,4578893,V. Krejci,2024-25,regular,2026-02-12T22:31:30.116436,-,V. Krejci,G,57,20.2,7.2,2.5,5.1,49.7,1.6,3.6,43.7,0.6,0.8,71.1,2.7,2.6,0.6,0.5,0.9,1,0
337,5105550,G. Jackson,2024-25,regular,2026-02-12T22:31:30.116504,-,G. Jackson,F,29,15.8,7.2,2.6,6.9,37.2,1.1,3.3,33.7,1.0,1.4,72.5,3.2,1.0,0.4,0.2,1.1,0,0
338,5106268,N. Tomlin,2024-25,regular,2026-02-12T22:31:30.116575,-,N. Tomlin,F,5,12.6,7.2,2.6,6.4,40.6,0.4,2.0,20.0,1.6,2.2,72.7,4.2,0.4,0.0,0.2,0.4,1,0
339,4395626,T. Jones,2024-25,regular,2026-02-12T22:31:30.116644,-,T. Jones,G,46,19.7,7.2,2.8,5.2,53.8,0.4,1.0,39.6,1.2,1.5,82.1,2.5,4.2,0.8,0.2,0.8,1,0
340,4279318,D. Plowden,2024-25,regular,2026-02-12T22:31:30.116715,-,D. Plowden,G,6,12.0,7.2,2.7,4.2,64.0,1.5,2.8,52.9,0.3,0.3,100.0,1.8,0.3,0.0,0.0,0.7,0,0
341,4065663,J. Okogie,2024-25,regular,2026-02-12T22:31:30.116784,-,J. Okogie,G,40,15.6,7.1,2.4,5.3,44.3,0.8,2.3,34.8,1.6,2.1,74.1,2.8,0.8,1.2,0.5,0.8,1,0
342,2991350,A. Caruso,2024-25,regular,2026-02-12T22:31:30.116861,-,A. Caruso,G,54,19.3,7.1,2.6,5.8,44.6,1.1,3.1,35.3,0.8,0.9,82.4,2.9,2.5,1.6,0.6,0.7,0,0
343,4433626,J. Hood-Schifino,2024-25,regular,2026-02-12T22:31:30.116929,-,J. Hood-Schifino,G,15,21.0,7.1,2.5,6.5,37.8,0.9,3.1,30.4,1.2,1.4,85.7,1.8,2.5,0.3,0.5,1.2,0,0
344,4277892,M. Garrett,2024-25,regular,2026-02-12T22:31:30.116996,-,M. Garrett,G,4,19.8,7.0,2.8,6.8,40.7,0.8,2.0,37.5,0.8,1.0,75.0,1.5,3.3,0.8,0.5,1.5,0,0
345,4397570,J. Sims,2024-25,regular,2026-02-12T22:31:30.117063,-,J. Sims,G,6,18.7,7.0,2.0,4.7,42.9,1.0,2.5,40.0,2.0,2.5,80.0,1.0,2.0,0.5,0.2,1.3,0,0
346,4432170,I. Jackson,2024-25,regular,2026-02-12T22:31:30.117130,-,I. Jackson,F,5,16.8,7.0,2.8,4.6,60.9,0.0,0.0,0.0,1.4,2.8,50.0,5.6,1.0,0.6,1.6,1.0,0,0
347,4066786,J. Dowtin Jr.,2024-25,regular,2026-02-12T22:31:30.117193,-,J. Dowtin Jr.,G,41,15.1,7.0,2.7,5.6,48.7,0.7,1.7,40.0,0.8,1.1,73.3,1.5,1.9,0.6,0.3,0.4,0,0
348,4592686,A. Reeves,2024-25,regular,2026-02-12T22:31:30.117259,-,A. Reeves,G,44,15.0,6.9,2.6,5.6,45.6,1.2,2.9,39.5,0.6,0.8,80.0,1.4,0.9,0.5,0.1,0.7,0,0
349,4593049,O. Robinson,2024-25,regular,2026-02-12T22:31:30.117322,-,O. Robinson,C,44,17.5,6.9,2.6,5.9,44.4,0.4,1.2,32.7,1.2,1.6,77.1,5.0,1.8,0.4,0.4,1.1,4,0
