rank,player_id,player_name,season,season_type,scraped_at,rk,name,pos,gp,min,pts,fgm,fga,fg_percent,3pm,3pa,3p_percent,ftm,fta,ft_percent,reb,ast,stl,blk,to,dd2,td3
481,4280245,J. Bouyea,2023-24,regular,2026-02-12T22:29:26.316341,-,J. Bouyea,G,9,10.6,2.3,1.1,3.1,35.7,0.1,1.0,11.1,0.0,0.0,0.0,2.1,1.2,0.1,0.0,1.0,0,0
482,4397134,C. Swider,2023-24,regular,2026-02-12T22:29:26.316415,-,C. Swider,F,18,4.8,2.3,0.8,2.1,39.5,0.6,1.7,33.3,0.1,0.1,100.0,0.4,0.3,0.1,0.1,0.4,0,0
483,4431811,D. Seabron,2023-24,regular,2026-02-12T22:29:26.316473,-,D. Seabron,SG,6,9.2,2.3,0.7,2.2,30.8,0.2,0.3,50.0,0.8,1.0,83.3,1.2,0.8,0.3,0.2,0.0,0,0
484,4432815,I. Mobley,2023-24,regular,2026-02-12T22:29:26.316530,-,I. Mobley,F,10,7.2,2.3,1.0,2.4,41.7,0.3,1.0,30.0,0.0,0.1,0.0,1.0,0.6,0.2,0.0,0.2,0,0
485,5105638,A. Bailey,2023-24,regular,2026-02-12T22:29:26.316590,-,A. Bailey,G,10,6.5,2.3,0.8,2.4,33.3,0.1,0.8,12.5,0.6,0.7,85.7,0.9,0.7,0.3,0.0,0.4,0,0
486,4278052,C. Okeke,2023-24,regular,2026-02-12T22:29:26.316647,-,C. Okeke,F,47,9.2,2.3,0.9,2.4,35.7,0.5,1.7,28.0,0.1,0.1,57.1,1.7,0.4,0.2,0.1,0.3,0,0
487,4278046,O. Sarr,2023-24,regular,2026-02-12T22:29:26.316705,-,O. Sarr,F,15,6.5,2.3,0.7,1.3,57.9,0.1,0.4,33.3,0.7,1.0,66.7,2.4,0.1,0.0,0.5,0.2,0,0
488,5105553,J. Phillips,2023-24,regular,2026-02-12T22:29:26.316762,-,J. Phillips,F,40,8.1,2.2,0.8,1.9,41.6,0.3,1.0,31.6,0.3,0.5,68.4,0.9,0.3,0.2,0.2,0.3,0,0
489,4396629,N. Hinton,2023-24,regular,2026-02-12T22:29:26.316820,-,N. Hinton,G,15,5.0,2.2,0.7,1.7,42.3,0.5,0.9,50.0,0.3,0.3,80.0,1.5,0.7,0.2,0.1,0.2,0,0
490,4432190,A. Jackson Jr.,2023-24,regular,2026-02-12T22:29:26.316876,-,A. Jackson Jr.,G,57,10.0,2.2,0.9,1.8,50.0,0.3,0.8,37.0,0.1,0.2,72.7,2.0,0.9,0.3,0.1,0.5,1,0
491,4066299,U. Azubuike,2023-24,regular,2026-02-12T22:29:26.316932,-,U. Azubuike,C,16,7.1,2.2,1.0,1.4,69.6,0.0,0.0,0.0,0.2,0.8,23.1,2.0,0.2,0.1,0.4,0.3,1,0
492,4065656,T. Forrest,2023-24,regular,2026-02-12T22:29:26.316989,-,T. Forrest,G,38,10.9,2.2,0.9,2.4,37.8,0.1,0.3,20.0,0.3,0.4,76.5,1.3,2.4,0.3,0.1,0.5,0,0
493,2528779,R. Bullock Jr.,2023-24,regular,2026-02-12T22:29:26.317043,-,R. Bullock Jr.,SF,44,9.5,2.2,0.8,1.9,41.5,0.6,1.5,40.3,0.0,0.0,100.0,1.7,0.3,0.3,0.1,0.2,0,0
494,4433378,C. Jones,2023-24,regular,2026-02-12T22:29:26.317095,-,C. Jones,G,30,6.4,2.1,0.9,2.4,39.4,0.1,0.7,9.1,0.2,0.4,54.5,1.3,0.7,0.2,0.2,0.3,0,0
495,3059307,I. Wainright,2023-24,regular,2026-02-12T22:29:26.317150,-,I. Wainright,F,11,5.6,2.1,0.6,2.2,29.2,0.6,1.8,35.0,0.2,0.2,100.0,1.3,0.1,0.4,0.1,0.2,0,0
496,4277922,J. Sims,2023-24,regular,2026-02-12T22:29:26.317203,-,J. Sims,C,45,13.0,2.0,0.8,1.2,69.1,0.0,0.0,0.0,0.4,0.5,66.7,3.3,0.6,0.2,0.4,0.4,0,0
497,4431752,K. Brown,2023-24,regular,2026-02-12T22:29:26.317258,-,K. Brown,G,44,9.0,2.0,0.8,2.0,41.1,0.3,1.1,29.2,0.0,0.0,50.0,1.4,0.6,0.3,0.1,0.2,0,0
498,3947156,M. Diakite,2023-24,regular,2026-02-12T22:29:26.317312,-,M. Diakite,F,6,4.0,2.0,0.7,1.0,66.7,0.0,0.2,0.0,0.7,1.0,66.7,0.7,0.3,0.2,0.2,0.2,0,0
499,4065733,T. Jerome,2023-24,regular,2026-02-12T22:29:26.317370,-,T. Jerome,G,2,7.5,2.0,1.0,2.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.5,0,0
500,4066736,J. Ford,2023-24,regular,2026-02-12T22:29:26.317424,-,J. Ford,G,6,3.7,2.0,0.7,1.2,57.1,0.3,0.5,66.7,0.3,0.3,100.0,0.3,0.3,0.0,0.0,0.2,0,0
501,4067858,K. Harris,2023-24,regular,2026-02-12T22:29:26.317479,-,K. Harris,G,2,3.0,2.0,1.0,1.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0,0
502,4277887,L. Wigginton,2023-24,regular,2026-02-12T22:29:26.317531,-,L. Wigginton,G,3,2.7,2.0,0.7,1.7,40.0,0.0,0.7,0.0,0.7,0.7,100.0,0.0,0.0,0.0,0.0,0.3,0,0
503,4397554,M. Nowell,2023-24,regular,2026-02-12T22:29:26.317587,-,M. Nowell,G,1,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,2.0,1.0,0.0,0.0,0,0
504,4431727,I. Wong,2023-24,regular,2026-02-12T22:29:26.317641,-,I. Wong,G,1,4.0,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
505,4576085,J. Davison,2023-24,regular,2026-02-12T22:29:26.317697,-,J. Davison,G,8,4.9,2.0,0.6,1.5,41.7,0.4,0.9,42.9,0.4,0.5,75.0,1.3,1.3,0.1,0.1,0.3,0,0
506,4702702,D. Hodge,2023-24,regular,2026-02-12T22:29:26.317752,-,D. Hodge,G,7,5.9,2.0,0.7,2.1,33.3,0.4,1.7,25.0,0.1,0.3,50.0,0.0,0.7,0.1,0.1,0.1,0,0
507,4432176,D. Nix,2023-24,regular,2026-02-12T22:29:26.317808,-,D. Nix,SG,15,3.3,1.8,0.6,1.6,37.5,0.4,1.1,35.3,0.2,0.4,50.0,0.2,0.4,0.3,0.0,0.3,0,0
508,4278111,J. Minaya,2023-24,regular,2026-02-12T22:29:26.317863,-,J. Minaya,F,34,11.2,1.8,0.6,2.2,29.7,0.4,1.4,24.5,0.1,0.3,55.6,1.6,0.6,0.3,0.3,0.3,0,0
509,2579258,C. Zeller,2023-24,regular,2026-02-12T22:29:26.317917,-,C. Zeller,C,43,7.4,1.8,0.6,1.4,41.9,0.0,0.1,33.3,0.5,0.9,60.5,2.6,0.9,0.2,0.1,0.4,0,0
510,4397693,K. Edwards,2023-24,regular,2026-02-12T22:29:26.317971,-,K. Edwards,F,54,5.1,1.7,0.6,1.5,41.5,0.4,1.0,38.5,0.1,0.2,55.6,0.8,0.3,0.2,0.1,0.1,0,0
511,4397916,J. Preston,2023-24,regular,2026-02-12T22:29:26.318028,-,J. Preston,G,7,10.1,1.7,0.9,2.7,31.6,0.0,0.4,0.0,0.0,0.0,0.0,2.4,2.3,0.3,0.1,0.3,0,0
512,5044385,L. Miller,2023-24,regular,2026-02-12T22:29:26.318080,-,L. Miller,F,17,3.1,1.7,0.8,1.2,65.0,0.1,0.3,40.0,0.1,0.1,50.0,1.2,0.5,0.1,0.1,0.1,0,0
513,3986,T. Gibson,2023-24,regular,2026-02-12T22:29:26.318135,-,T. Gibson,F,20,10.3,1.7,0.8,1.9,40.5,0.1,0.5,20.0,0.1,0.1,100.0,1.9,0.6,0.2,0.4,0.3,0,0
514,3033,P.J. Tucker,2023-24,regular,2026-02-12T22:29:26.318190,-,P.J. Tucker,PF,31,15.7,1.7,0.6,1.6,36.0,0.4,1.1,37.1,0.1,0.1,100.0,2.7,0.5,0.5,0.2,0.3,0,0
515,4683689,J. Walsh,2023-24,regular,2026-02-12T22:29:26.318243,-,J. Walsh,G,9,9.2,1.7,0.7,1.7,40.0,0.2,1.0,22.2,0.1,0.2,50.0,2.2,0.6,0.6,0.1,0.3,0,0
516,4396818,J. Miller,2023-24,regular,2026-02-12T22:29:26.318299,-,J. Miller,G,8,3.5,1.6,0.6,1.1,55.6,0.1,0.3,50.0,0.3,0.3,100.0,0.6,0.0,0.0,0.0,0.1,0,0
517,4433626,J. Hood-Schifino,2023-24,regular,2026-02-12T22:29:26.318353,-,J. Hood-Schifino,G,21,5.2,1.6,0.5,2.1,22.2,0.1,0.7,13.3,0.6,1.0,60.0,0.6,0.4,0.1,0.1,0.4,0,0
518,5105806,J. Howard,2023-24,regular,2026-02-12T22:29:26.318422,-,J. Howard,G,18,3.7,1.6,0.6,1.7,33.3,0.4,1.4,28.0,0.1,0.2,50.0,0.4,0.3,0.1,0.1,0.2,0,0
519,4687718,J. Minott,2023-24,regular,2026-02-12T22:29:26.318476,-,J. Minott,F,32,2.8,1.6,0.5,1.1,47.2,0.1,0.3,40.0,0.4,0.4,85.7,0.5,0.3,0.2,0.2,0.1,0,0
520,4398390,J. Pickett,2023-24,regular,2026-02-12T22:29:26.318532,-,J. Pickett,G,27,4.5,1.6,0.6,1.3,42.9,0.3,0.9,36.0,0.1,0.1,75.0,0.5,0.8,0.1,0.0,0.3,0,0
521,4431775,S. Lundy,2023-24,regular,2026-02-12T22:29:26.318585,-,S. Lundy,G,9,5.8,1.6,0.4,1.9,23.5,0.3,1.4,23.1,0.3,0.4,75.0,0.8,0.0,0.0,0.0,0.1,0,0
522,4871140,I. Badji,2023-24,regular,2026-02-12T22:29:26.318645,-,I. Badji,C,22,10.3,1.5,0.6,1.0,63.6,0.0,0.0,0.0,0.3,0.5,50.0,2.3,0.6,0.1,0.9,0.7,0,0
523,4065653,J. White,2023-24,regular,2026-02-12T22:29:26.318698,-,J. White,F,4,16.0,1.5,0.5,4.0,12.5,0.5,2.5,20.0,0.0,0.0,0.0,3.0,0.3,1.0,0.3,0.5,0,0
524,4397204,C. Castleton,2023-24,regular,2026-02-12T22:29:26.318753,-,C. Castleton,C,16,3.7,1.5,0.6,1.0,56.3,0.0,0.0,0.0,0.4,0.4,100.0,0.8,0.2,0.1,0.0,0.2,0,0
525,4397654,A. Flagler,2023-24,regular,2026-02-12T22:29:26.318809,-,A. Flagler,G,2,7.0,1.5,0.5,3.5,14.3,0.5,3.0,16.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0
526,4432735,D. Whitehead,2023-24,regular,2026-02-12T22:29:26.318862,-,D. Whitehead,F,2,12.0,1.5,0.5,2.5,20.0,0.0,1.5,0.0,0.5,1.0,50.0,2.0,1.5,0.0,0.5,0.0,0,0
527,4279815,T. Taylor,2023-24,regular,2026-02-12T22:29:26.318915,-,T. Taylor,F,31,6.1,1.5,0.6,1.3,51.3,0.1,0.3,22.2,0.1,0.2,80.0,1.2,0.3,0.2,0.1,0.2,0,0
528,4592461,J. Toppin,2023-24,regular,2026-02-12T22:29:26.318970,-,J. Toppin,F,9,4.2,1.4,0.6,1.0,55.6,0.1,0.4,25.0,0.2,0.2,100.0,0.8,0.3,0.0,0.1,0.1,0,0
529,4278588,J. Samuels Jr.,2023-24,regular,2026-02-12T22:29:26.319025,-,J. Samuels Jr.,F,14,4.3,1.4,0.6,1.0,64.3,0.0,0.1,0.0,0.1,0.1,100.0,0.9,0.2,0.1,0.1,0.0,0,0
530,3943606,J. Robinson,2023-24,regular,2026-02-12T22:29:26.319079,-,J. Robinson,SG,22,3.7,1.4,0.5,1.5,33.3,0.1,0.8,11.8,0.3,0.5,63.6,0.3,0.2,0.0,0.1,0.1,0,0
531,4395704,M. Jones,2023-24,regular,2026-02-12T22:29:26.319136,-,M. Jones,G,5,5.6,1.4,0.4,1.6,25.0,0.4,1.4,28.6,0.2,0.4,50.0,1.0,1.0,0.2,0.0,0.4,0,0
532,4433254,K. Brown,2023-24,regular,2026-02-12T22:29:26.319193,-,K. Brown,G,15,4.2,1.4,0.5,1.0,53.3,0.0,0.1,0.0,0.3,0.5,62.5,0.3,0.3,0.0,0.0,0.1,0,0
533,6472,I. Thomas,2023-24,regular,2026-02-12T22:29:26.319247,-,I. Thomas,G,6,3.2,1.3,0.5,1.7,30.0,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0
534,4397371,N. Mensah,2023-24,regular,2026-02-12T22:29:26.319301,-,N. Mensah,C,25,12.3,1.3,0.5,1.1,42.9,0.0,0.0,0.0,0.4,0.5,75.0,2.6,0.4,0.2,0.6,0.6,0,0
535,4683749,T. Washington Jr.,2023-24,regular,2026-02-12T22:29:26.319353,-,T. Washington Jr.,G,11,5.1,1.3,0.5,1.8,30.0,0.2,0.5,33.3,0.0,0.0,0.0,0.5,0.5,0.3,0.0,0.2,0,0
536,4590530,R.J. Hampton,2023-24,regular,2026-02-12T22:29:26.319410,-,R.J. Hampton,G,8,9.5,1.3,0.5,1.8,28.6,0.1,1.0,12.5,0.1,0.3,50.0,0.8,1.0,0.0,0.0,0.4,0,0
537,4433622,C. Livingston,2023-24,regular,2026-02-12T22:29:26.319462,-,C. Livingston,F,21,4.3,1.2,0.5,1.0,50.0,0.0,0.2,20.0,0.1,0.2,75.0,1.0,0.2,0.1,0.0,0.2,0,0
538,4395714,K. Johnson,2023-24,regular,2026-02-12T22:29:26.319515,-,K. Johnson,F,9,7.3,1.2,0.6,1.8,31.3,0.1,0.3,33.3,0.0,0.0,0.0,1.1,0.4,0.1,0.0,0.4,0,0
539,4065731,J. Huff,2023-24,regular,2026-02-12T22:29:26.319568,-,J. Huff,C,20,2.5,1.2,0.5,0.8,60.0,0.2,0.5,33.3,0.1,0.1,100.0,0.6,0.1,0.1,0.2,0.1,0,0
540,3918423,A. Schofield,2023-24,regular,2026-02-12T22:29:26.319623,-,A. Schofield,SF,23,3.7,1.1,0.4,1.1,38.5,0.3,0.7,37.5,0.0,0.1,0.0,0.7,0.3,0.0,0.0,0.2,0,0
541,3447,R. Lopez,2023-24,regular,2026-02-12T22:29:26.319675,-,R. Lopez,C,16,4.1,1.1,0.4,1.2,36.8,0.1,0.5,25.0,0.1,0.1,100.0,0.3,0.3,0.1,0.2,0.1,0,0
542,4395620,H. Tyson,2023-24,regular,2026-02-12T22:29:26.319729,-,H. Tyson,F,18,2.7,1.1,0.4,1.1,40.0,0.2,0.8,28.6,0.0,0.0,0.0,0.5,0.1,0.1,0.0,0.1,0,0
543,4066240,B. Key,2023-24,regular,2026-02-12T22:29:26.319781,-,B. Key,F,20,3.0,1.1,0.4,0.9,41.2,0.1,0.3,40.0,0.3,0.4,75.0,0.9,0.5,0.1,0.1,0.1,0,0
544,4080610,H. Diallo,2023-24,regular,2026-02-12T22:29:26.319837,-,H. Diallo,G,2,2.5,1.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0,0
545,4230547,F. Ntilikina,2023-24,regular,2026-02-12T22:29:26.319891,-,F. Ntilikina,PG,5,8.6,1.0,0.2,1.8,11.1,0.2,1.6,12.5,0.4,0.4,100.0,1.2,0.8,0.0,0.0,0.2,0,0
546,4397667,F. Petrusev,2023-24,regular,2026-02-12T22:29:26.319944,-,F. Petrusev,PF,3,3.0,1.0,0.3,0.7,50.0,0.0,0.0,0.0,0.3,0.7,50.0,0.3,0.0,0.0,0.0,0.0,0,0
547,4702176,J. Primo,2023-24,regular,2026-02-12T22:29:26.319997,-,J. Primo,G,2,5.0,1.0,0.5,1.5,33.3,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,2.0,0,0
548,3102533,T. Antetokounmpo,2023-24,regular,2026-02-12T22:29:26.320049,-,T. Antetokounmpo,F,34,4.6,0.9,0.5,0.9,53.3,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.5,0.2,0.1,0.4,0,0
549,3999,J. Johnson,2023-24,regular,2026-02-12T22:29:26.320102,-,J. Johnson,PF,9,5.2,0.9,0.3,1.1,30.0,0.0,0.2,0.0,0.2,0.2,100.0,0.4,0.9,0.6,0.1,0.6,0,0
550,3913220,D. Jeffries,2023-24,regular,2026-02-12T22:29:26.320154,-,D. Jeffries,SG,17,2.7,0.8,0.4,1.0,35.3,0.1,0.6,20.0,0.0,0.1,0.0,0.3,0.3,0.0,0.1,0.2,0,0
