rank,player_id,player_name,season,season_type,scraped_at,rk,name,pos,gp,min,pts,fgm,fga,fg_percent,3pm,3pa,3p_percent,ftm,fta,ft_percent,reb,ast,stl,blk,to,dd2,td3
247,4066320,D. Bane,2023-24,regular,2026-02-12T22:29:26.302755,-,D. Bane,G,42,34.4,23.7,8.6,18.5,46.4,3.3,8.6,38.1,3.3,3.8,87.0,4.4,5.5,1.0,0.5,2.7,3,0
248,4066336,L. Markkanen,2023-24,regular,2026-02-12T22:29:26.302808,-,L. Markkanen,F,55,33.1,23.2,7.8,16.2,48.0,3.2,8.0,39.9,4.5,5.0,89.9,8.2,2.0,0.9,0.5,1.4,19,0
249,4351851,A. Simons,2023-24,regular,2026-02-12T22:29:26.302863,-,A. Simons,G,46,34.4,22.6,7.8,18.2,43.0,3.4,8.8,38.5,3.5,3.9,91.6,3.6,5.5,0.5,0.1,2.7,3,0
250,2991070,J. Grant,2023-24,regular,2026-02-12T22:29:26.302917,-,J. Grant,F,54,33.9,21.0,7.1,15.7,45.1,2.1,5.1,40.2,4.7,5.8,81.7,3.5,2.8,0.8,0.6,2.1,1,0
251,4395725,T. Herro,2023-24,regular,2026-02-12T22:29:26.302973,-,T. Herro,G,42,33.5,20.8,7.7,17.5,44.1,3.1,7.9,39.6,2.3,2.6,85.6,5.3,4.5,0.7,0.1,2.2,2,0
252,3102531,K. Porzingis,2023-24,regular,2026-02-12T22:29:26.303026,-,K. Porzingis,C,57,29.6,20.1,6.8,13.2,51.6,1.9,5.1,37.5,4.5,5.3,85.8,7.2,2.0,0.7,1.9,1.6,13,0
253,3064440,Z. LaVine,2023-24,regular,2026-02-12T22:29:26.303081,-,Z. LaVine,G,25,34.9,19.5,6.8,15.0,45.2,2.4,6.8,34.9,3.5,4.1,85.4,5.2,3.9,0.8,0.3,2.1,1,0
254,6580,B. Beal,2023-24,regular,2026-02-12T22:29:26.303134,-,B. Beal,G,53,33.3,18.2,7.1,13.9,51.3,1.9,4.4,43.0,2.1,2.5,81.3,4.4,5.0,1.0,0.5,2.5,3,0
255,4396907,D. Garland,2023-24,regular,2026-02-12T22:29:26.303189,-,D. Garland,G,57,33.3,18.0,6.6,14.8,44.6,2.3,6.2,37.1,2.6,3.1,83.4,2.7,6.5,1.3,0.1,3.1,6,0
256,2528426,J. Clarkson,2023-24,regular,2026-02-12T22:29:26.303241,-,J. Clarkson,G,55,30.6,17.1,6.1,14.8,41.3,1.7,5.6,29.4,3.2,3.7,88.1,3.4,5.0,0.6,0.1,2.7,6,1
257,4278129,D. Ayton,2023-24,regular,2026-02-12T22:29:26.303294,-,D. Ayton,C,55,32.4,16.7,7.8,13.6,57.0,0.0,0.2,10.0,1.2,1.4,82.3,11.1,1.6,1.0,0.8,1.8,32,0
258,4701230,J. Johnson,2023-24,regular,2026-02-12T22:29:26.303347,-,J. Johnson,F,56,33.7,16.0,6.4,12.5,51.1,1.3,3.6,35.5,1.9,2.6,72.8,8.7,3.6,1.2,0.8,1.8,19,1
259,4914336,S. Sharpe,2023-24,regular,2026-02-12T22:29:26.303404,-,S. Sharpe,G,32,33.1,15.9,5.5,13.6,40.6,1.9,5.6,33.3,3.1,3.7,82.4,5.0,2.9,0.9,0.4,2.3,1,0
260,2566769,M. Brogdon,2023-24,regular,2026-02-12T22:29:26.303459,-,M. Brogdon,G,39,28.7,15.7,5.6,12.7,44.0,2.1,5.1,41.2,2.4,3.0,81.9,3.8,5.5,0.7,0.2,1.5,4,0
261,4432158,E. Mobley,2023-24,regular,2026-02-12T22:29:26.303587,-,E. Mobley,C,50,30.6,15.7,6.4,11.1,57.9,0.4,1.2,37.3,2.5,3.4,71.9,9.4,3.2,0.9,1.4,1.8,22,0
262,4065732,D. Hunter,2023-24,regular,2026-02-12T22:29:26.303665,-,D. Hunter,F,57,29.5,15.6,5.3,11.6,45.9,2.1,5.3,38.5,2.9,3.4,84.7,3.9,1.5,0.7,0.3,1.5,3,0
263,3593,B. Bogdanovic,2023-24,regular,2026-02-12T22:29:26.303730,-,B. Bogdanovic,SF,57,25.9,15.2,5.4,11.9,45.4,2.3,5.9,39.8,2.1,2.6,78.5,2.7,1.7,0.5,0.1,1.8,1,0
264,6609,K. Middleton,2023-24,regular,2026-02-12T22:29:26.303787,-,K. Middleton,F,55,27.0,15.1,5.8,11.7,49.3,1.7,4.5,38.1,1.8,2.2,83.3,4.7,5.3,0.9,0.3,2.3,5,1
265,4397688,T. Murphy III,2023-24,regular,2026-02-12T22:29:26.303847,-,T. Murphy III,F,57,29.6,14.8,4.8,10.9,44.3,3.0,7.8,38.0,2.2,2.6,81.5,4.9,2.2,0.9,0.5,0.6,1,0
266,3934719,O. Anunoby,2023-24,regular,2026-02-12T22:29:26.303901,-,O. Anunoby,F,50,34.0,14.7,5.6,11.5,48.9,2.0,5.3,38.2,1.3,1.8,75.3,4.2,2.1,1.4,0.7,1.6,0,0
267,5105550,G. Jackson,2023-24,regular,2026-02-12T22:29:26.303957,-,G. Jackson,F,48,25.7,14.6,5.0,11.7,42.8,2.1,6.0,35.7,2.4,3.2,75.2,4.1,1.2,0.6,0.5,1.4,2,0
268,2990992,M. Smart,2023-24,regular,2026-02-12T22:29:26.304012,-,M. Smart,G,20,30.3,14.5,5.1,11.9,43.0,2.1,6.7,31.3,2.2,2.8,76.8,2.7,4.3,2.1,0.3,3.1,0,0
269,4431785,S. Pippen Jr.,2023-24,regular,2026-02-12T22:29:26.304068,-,S. Pippen Jr.,G,21,25.1,12.9,4.8,9.7,49.3,1.4,3.4,41.7,2.0,2.6,74.5,3.2,4.7,1.7,0.5,2.7,0,0
270,4701232,M. Williams,2023-24,regular,2026-02-12T22:29:26.304123,-,M. Williams,C,19,26.7,12.7,5.2,7.9,64.9,0.0,0.0,0.0,2.4,3.4,71.9,9.7,1.2,0.8,1.1,0.9,8,0
271,5105592,C. Whitmore,2023-24,regular,2026-02-12T22:29:26.304182,-,C. Whitmore,F,47,18.7,12.3,4.5,9.9,45.4,1.7,4.7,35.9,1.6,2.4,67.9,3.8,0.7,0.6,0.4,1.0,1,0
272,2596112,J. Green,2023-24,regular,2026-02-12T22:29:26.304239,-,J. Green,G,9,25.6,12.2,5.0,8.3,60.0,1.1,3.0,37.0,1.1,1.4,76.9,7.4,0.6,1.1,0.9,0.8,1,0
273,4277848,M. Bagley III,2023-24,regular,2026-02-12T22:29:26.304295,-,M. Bagley III,F,50,21.1,11.7,4.8,8.2,58.6,0.2,0.5,39.1,1.9,2.5,76.2,6.2,1.1,0.4,0.7,1.2,10,0
274,3906665,B. Clarke,2023-24,regular,2026-02-12T22:29:26.304359,-,B. Clarke,F,6,22.3,11.3,5.5,9.8,55.9,0.2,1.0,16.7,0.2,1.2,14.3,5.3,1.5,0.8,1.0,0.5,0,0
275,3134908,J. Poeltl,2023-24,regular,2026-02-12T22:29:26.304418,-,J. Poeltl,C,50,26.4,11.1,5.0,7.6,65.6,0.0,0.0,0.0,1.2,2.1,55.1,8.6,2.5,0.7,1.5,1.5,20,0
276,4066436,D. Melton,2023-24,regular,2026-02-12T22:29:26.304475,-,D. Melton,G,38,26.9,11.1,3.7,9.5,38.6,2.0,5.6,36.0,1.7,2.1,83.5,3.7,3.0,1.6,0.4,1.0,0,0
277,3913174,L. Kennard,2023-24,regular,2026-02-12T22:29:26.304530,-,L. Kennard,G,39,25.6,11.0,3.6,8.1,44.8,2.7,6.1,45.0,1.0,1.2,88.9,2.9,3.5,0.5,0.1,1.4,0,0
278,4277847,W. Carter Jr.,2023-24,regular,2026-02-12T22:29:26.304586,-,W. Carter Jr.,C,55,25.6,11.0,4.1,7.7,52.5,1.2,3.1,37.4,1.7,2.4,69.4,6.9,1.7,0.6,0.5,1.2,9,0
279,4432810,I. Stewart,2023-24,regular,2026-02-12T22:29:26.304639,-,I. Stewart,F,46,30.9,10.9,4.0,8.3,48.7,1.5,3.8,38.3,1.4,1.8,75.3,6.6,1.6,0.4,0.8,1.4,5,0
280,4592691,J. LaRavia,2023-24,regular,2026-02-12T22:29:26.304694,-,J. LaRavia,F,35,23.0,10.8,3.4,8.7,38.9,1.5,4.5,34.0,2.6,3.1,82.6,3.7,1.7,0.8,0.3,1.3,2,0
281,4397885,D. Banton,2023-24,regular,2026-02-12T22:29:26.304748,-,D. Banton,F,54,19.4,10.3,3.7,9.3,40.4,1.1,3.7,29.6,1.7,2.2,78.3,3.3,2.4,0.6,0.4,1.4,2,0
282,4431680,O. Okongwu,2023-24,regular,2026-02-12T22:29:26.304803,-,O. Okongwu,F,55,25.5,10.2,4.1,6.6,61.1,0.4,1.3,33.3,1.7,2.1,79.3,6.8,1.3,0.5,1.1,0.8,8,0
283,4396991,T. Horton-Tucker,2023-24,regular,2026-02-12T22:29:26.304857,-,T. Horton-Tucker,SF,51,19.8,10.1,3.6,9.1,39.6,1.2,3.6,33.0,1.7,2.1,80.7,2.4,3.5,0.9,0.4,1.3,1,0
284,4397227,V. Williams Jr.,2023-24,regular,2026-02-12T22:29:26.304916,-,V. Williams Jr.,G,52,27.6,10.0,3.3,7.3,44.6,1.5,4.0,37.8,2.0,2.5,80.0,5.6,3.4,0.9,0.7,1.8,3,0
285,4431687,P. Williams,2023-24,regular,2026-02-12T22:29:26.304969,-,P. Williams,F,43,27.3,10.0,3.7,8.3,44.3,1.4,3.4,39.9,1.2,1.5,78.8,3.9,1.5,0.9,0.8,1.3,0,0
286,2581190,J. Richardson,2023-24,regular,2026-02-12T22:29:26.305025,-,J. Richardson,SG,43,25.7,9.9,3.6,8.1,44.4,1.5,4.4,34.7,1.2,1.3,94.4,2.8,2.4,0.6,0.3,0.8,0,0
287,4249,G. Hayward,2023-24,regular,2026-02-12T22:29:26.305079,-,G. Hayward,SF,51,24.4,9.8,3.7,7.9,46.4,0.7,1.8,41.1,1.7,2.4,74.2,3.5,3.1,0.8,0.3,1.3,0,0
288,4433192,T. Eason,2023-24,regular,2026-02-12T22:29:26.305133,-,T. Eason,F,22,21.8,9.8,4.0,8.6,46.6,0.8,2.3,36.0,1.0,1.5,63.6,7.0,1.2,1.4,0.9,0.9,3,0
289,4432819,T. Mann,2023-24,regular,2026-02-12T22:29:26.305188,-,T. Mann,G,41,24.1,9.3,3.5,7.7,45.9,1.1,3.1,37.3,1.1,1.4,76.3,3.6,4.0,1.2,0.1,1.6,0,0
290,3449,K. Love,2023-24,regular,2026-02-12T22:29:26.305244,-,K. Love,F,55,16.8,8.8,2.9,6.5,44.0,1.5,4.4,34.4,1.5,2.0,78.7,6.1,2.1,0.3,0.2,0.9,6,0
291,4683688,D. Lively II,2023-24,regular,2026-02-12T22:29:26.305298,-,D. Lively II,C,55,23.5,8.8,4.0,5.4,74.7,0.0,0.0,0.0,0.7,1.5,50.6,6.9,1.1,0.7,1.4,0.9,8,0
292,6589,D. Green,2023-24,regular,2026-02-12T22:29:26.305363,-,D. Green,F,55,27.1,8.6,3.4,6.8,49.7,0.9,2.3,39.5,1.0,1.3,73.0,7.2,6.0,1.0,0.9,2.5,10,1
293,4997537,T. Vukcevic,2023-24,regular,2026-02-12T22:29:26.305421,-,T. Vukcevic,F,10,15.3,8.5,2.9,6.7,43.3,1.0,3.6,27.8,1.7,2.2,77.3,3.6,1.3,0.5,0.7,1.0,0,0
294,4433137,Z. Williams,2023-24,regular,2026-02-12T22:29:26.305479,-,Z. Williams,F,51,20.4,8.2,2.9,7.4,39.7,1.1,3.7,30.7,1.2,1.5,82.7,3.5,1.5,0.7,0.2,1.3,1,0
295,4432811,J. Green,2023-24,regular,2026-02-12T22:29:26.305532,-,J. Green,G,57,26.4,8.2,3.1,6.6,47.9,1.3,3.3,38.5,0.7,1.0,68.4,3.2,2.3,0.8,0.2,1.1,0,0
296,3456,D. Rose,2023-24,regular,2026-02-12T22:29:26.305586,-,D. Rose,PG,24,16.6,8.0,3.2,6.9,46.1,0.6,1.7,36.6,1.0,1.1,88.9,1.9,3.3,0.3,0.1,1.3,0,0
297,4066636,M. Fultz,2023-24,regular,2026-02-12T22:29:26.305640,-,M. Fultz,PG,43,21.2,7.8,3.6,7.6,47.2,0.1,0.4,22.2,0.5,0.8,69.7,3.2,2.8,1.0,0.3,1.2,0,0
298,3102528,D. Exum,2023-24,regular,2026-02-12T22:29:26.305696,-,D. Exum,G,55,19.8,7.8,2.9,5.5,53.3,1.0,2.0,49.1,1.0,1.2,77.9,2.7,2.9,0.4,0.1,0.9,0,0
299,4277850,R. Gray,2023-24,regular,2026-02-12T22:29:26.305749,-,R. Gray,F,3,13.0,7.7,3.3,5.7,58.8,1.0,2.3,42.9,0.0,0.0,0.0,2.3,2.0,0.3,0.3,0.3,0,0
300,4997528,N. Jovic,2023-24,regular,2026-02-12T22:29:26.305804,-,N. Jovic,F,46,19.5,7.7,2.8,6.1,45.2,1.4,3.5,39.9,0.7,1.0,70.2,4.2,2.0,0.5,0.3,0.9,0,0
301,3138161,C. Martin,2023-24,regular,2026-02-12T22:29:26.305858,-,C. Martin,SF,28,26.9,7.5,2.9,7.7,38.1,1.0,3.1,31.4,0.7,1.2,60.6,3.9,3.7,1.1,0.6,1.6,1,0
302,5105839,B. Sensabaugh,2023-24,regular,2026-02-12T22:29:26.305912,-,B. Sensabaugh,F,32,18.3,7.5,2.7,6.8,39.0,1.1,3.6,29.6,1.2,1.3,90.2,3.2,1.7,0.4,0.2,1.5,1,0
303,4684806,T. Hendricks,2023-24,regular,2026-02-12T22:29:26.305964,-,T. Hendricks,F,40,21.4,7.3,2.7,6.0,45.0,1.3,3.5,37.9,0.6,0.7,79.3,4.6,0.8,0.7,0.8,0.7,1,0
304,4432817,J. Juzang,2023-24,regular,2026-02-12T22:29:26.306019,-,J. Juzang,G,20,18.6,7.2,2.6,5.5,46.4,1.6,3.9,41.6,0.5,0.7,71.4,1.8,1.2,0.2,0.1,0.7,0,0
305,4278075,K. Knox II,2023-24,regular,2026-02-12T22:29:26.306072,-,K. Knox II,F,31,18.1,7.2,2.8,6.0,46.2,1.0,3.0,33.0,0.6,0.7,90.9,2.4,0.7,0.4,0.2,0.7,1,0
306,4066405,L. Stevens,2023-24,regular,2026-02-12T22:29:26.306125,-,L. Stevens,F,38,14.7,7.2,2.8,6.3,45.0,0.4,1.2,30.4,1.1,1.4,77.8,3.3,0.7,0.6,0.6,0.6,0,0
307,3914044,L. Shamet,2023-24,regular,2026-02-12T22:29:26.306179,-,L. Shamet,G,46,15.8,7.1,2.6,6.0,43.1,1.2,3.4,33.8,0.8,1.0,82.6,1.3,1.2,0.5,0.2,0.7,0,0
308,4277869,J. Alvarado,2023-24,regular,2026-02-12T22:29:26.306230,-,J. Alvarado,G,56,18.4,7.1,2.5,6.2,41.2,1.4,3.7,37.7,0.6,0.9,67.3,2.3,2.1,1.1,0.3,0.7,0,0
309,4397014,Q. Grimes,2023-24,regular,2026-02-12T22:29:26.306285,-,Q. Grimes,G,51,20.1,7.0,2.4,6.4,37.2,1.6,4.7,33.8,0.7,0.9,75.6,2.0,1.3,0.7,0.1,0.5,0,0
310,4277883,J. Nwora,2023-24,regular,2026-02-12T22:29:26.306340,-,J. Nwora,SF,52,13.7,7.0,2.7,5.8,46.2,0.8,2.5,33.6,0.8,1.0,83.0,2.9,1.2,0.5,0.3,1.0,2,0
311,4397511,J. Freeman-Liberty,2023-24,regular,2026-02-12T22:29:26.306577,-,J. Freeman-Liberty,G,22,18.3,7.0,2.5,5.6,44.4,0.5,1.9,23.8,1.5,1.6,91.7,3.2,1.8,0.5,0.2,1.1,0,0
312,3058254,C. Wood,2023-24,regular,2026-02-12T22:29:26.306639,-,C. Wood,F,50,17.4,6.9,2.5,5.3,46.6,0.7,2.3,30.7,1.3,1.9,70.2,5.1,1.0,0.3,0.7,1.0,2,0
313,4592492,B. Hyland,2023-24,regular,2026-02-12T22:29:26.306701,-,B. Hyland,G,37,14.6,6.9,2.6,6.8,38.6,1.2,3.6,32.6,0.5,0.6,78.3,1.5,2.5,0.7,0.1,1.2,1,0
314,2999547,G. Harris,2023-24,regular,2026-02-12T22:29:26.306758,-,G. Harris,G,54,24.0,6.9,2.4,5.5,44.1,1.4,3.8,37.1,0.6,0.8,75.6,1.7,1.6,0.9,0.3,0.6,0,0
315,4683024,K. Hayes,2023-24,regular,2026-02-12T22:29:26.306813,-,K. Hayes,G,42,24.0,6.9,2.8,6.7,41.3,0.5,1.8,29.7,0.8,1.2,66.0,2.8,4.9,0.9,0.5,1.2,0,0
316,6588,E. Fournier,2023-24,regular,2026-02-12T22:29:26.306869,-,E. Fournier,SG,32,18.1,6.9,2.5,6.9,35.7,1.0,4.1,25.4,0.9,1.1,80.6,1.8,1.5,0.9,0.2,0.7,0,0
317,5184018,M. Pereira,2023-24,regular,2026-02-12T22:29:26.306926,-,M. Pereira,F,7,17.4,6.9,2.6,5.0,51.4,0.7,1.9,38.5,1.0,1.4,70.0,5.3,0.3,0.9,0.6,0.7,1,0
318,4395623,T. Jemison III,2023-24,regular,2026-02-12T22:29:26.306989,-,T. Jemison III,F,25,23.0,6.8,3.0,5.4,55.1,0.0,0.0,0.0,0.8,1.0,84.0,5.4,1.1,0.5,1.1,1.4,1,0
319,4066211,R. Williams III,2023-24,regular,2026-02-12T22:29:26.307047,-,R. Williams III,C,6,19.8,6.8,2.8,4.3,65.4,0.0,0.0,0.0,1.2,1.5,77.8,6.3,0.8,1.2,1.2,1.2,0,0
320,6426,D. Bertans,2023-24,regular,2026-02-12T22:29:26.307100,-,D. Bertans,SF,43,15.7,6.7,2.1,5.4,39.3,1.8,4.7,38.0,0.7,0.8,90.9,1.4,0.8,0.6,0.3,0.4,0,0
321,4431688,J. Ramsey,2023-24,regular,2026-02-12T22:29:26.307155,-,J. Ramsey,PG,7,17.3,6.7,2.6,5.9,43.9,0.9,3.1,27.3,0.7,0.9,83.3,3.1,1.1,1.0,0.0,1.0,0,0
322,4065697,D. Smith Jr.,2023-24,regular,2026-02-12T22:29:26.307208,-,D. Smith Jr.,PG,56,18.9,6.6,2.6,6.0,43.5,0.6,1.9,29.4,0.8,1.0,74.1,2.9,3.6,1.2,0.2,1.2,3,0
323,3914283,C. Metu,2023-24,regular,2026-02-12T22:29:26.307260,-,C. Metu,PF,51,16.8,6.5,2.4,4.8,50.4,0.5,1.8,29.8,1.1,1.3,90.6,3.8,0.9,0.8,0.3,1.0,1,0
324,4397107,D. Duke Jr.,2023-24,regular,2026-02-12T22:29:26.307327,-,D. Duke Jr.,G,4,12.8,6.5,2.5,4.5,55.6,0.8,1.5,50.0,0.8,0.8,100.0,2.5,1.3,0.5,0.0,0.8,0,0
325,4278402,J. Goodwin,2023-24,regular,2026-02-12T22:29:26.307380,-,J. Goodwin,G,57,18.5,6.5,2.5,6.7,36.9,0.7,2.5,29.8,0.8,1.0,74.6,4.4,2.7,0.8,0.3,1.0,4,0
326,6462,M. Morris Sr.,2023-24,regular,2026-02-12T22:29:26.307433,-,M. Morris Sr.,F,49,16.7,6.4,2.4,5.4,43.9,1.0,2.4,40.3,0.7,0.9,81.8,2.7,0.7,0.3,0.3,0.6,0,0
327,3948153,C. Boucher,2023-24,regular,2026-02-12T22:29:26.307486,-,C. Boucher,F,50,14.1,6.4,2.2,4.3,50.7,0.6,1.9,33.0,1.4,1.8,77.2,4.1,0.5,0.3,0.5,0.6,0,0
328,4395695,J. Butler,2023-24,regular,2026-02-12T22:29:26.307538,-,J. Butler,G,40,14.2,6.3,2.5,5.0,48.8,0.6,2.0,30.8,0.8,0.9,86.1,1.5,3.2,0.7,0.2,1.3,1,0
329,4277952,B. Fernando,2023-24,regular,2026-02-12T22:29:26.307589,-,B. Fernando,F,45,15.2,6.3,2.4,4.2,58.3,0.0,0.1,0.0,1.4,2.1,66.7,4.3,1.0,0.6,0.6,1.0,0,0
330,6581,J. Crowder,2023-24,regular,2026-02-12T22:29:26.307639,-,J. Crowder,PF,50,23.1,6.2,2.3,5.4,42.2,1.2,3.3,34.9,0.5,0.7,72.2,3.2,1.3,0.8,0.2,0.5,0,0
331,4278541,J. Nowell,2023-24,regular,2026-02-12T22:29:26.307692,-,J. Nowell,G,13,16.5,6.2,2.6,6.0,43.6,0.5,2.2,20.7,0.5,0.7,77.8,1.8,1.5,0.3,0.2,0.5,0,0
332,4432192,K. Johnson,2023-24,regular,2026-02-12T22:29:26.307744,-,K. Johnson,G,5,12.2,6.2,1.6,4.2,38.1,0.8,2.0,40.0,2.2,2.4,91.7,1.4,0.6,0.6,0.2,1.0,0,0
333,4578893,V. Krejci,2023-24,regular,2026-02-12T22:29:26.307797,-,V. Krejci,G,22,24.6,6.1,2.3,4.7,49.0,1.3,3.1,41.2,0.2,0.3,83.3,2.4,2.3,0.6,0.3,0.9,0,0
334,3907387,B. Simmons,2023-24,regular,2026-02-12T22:29:26.307851,-,B. Simmons,PG,15,23.9,6.1,2.9,4.9,58.1,0.0,0.0,0.0,0.4,1.0,40.0,7.9,5.7,0.8,0.6,1.8,3,0
335,4066377,Z. Simpson,2023-24,regular,2026-02-12T22:29:26.307906,-,Z. Simpson,G,7,23.0,6.0,2.4,7.7,31.5,0.7,2.4,29.4,0.4,0.6,75.0,2.9,3.6,1.0,0.4,1.4,0,0
336,4597865,T. Evbuomwan,2023-24,regular,2026-02-12T22:29:26.307960,-,T. Evbuomwan,F,17,21.6,5.9,2.1,4.2,50.7,0.7,1.9,37.5,1.0,1.5,68.0,3.5,0.9,0.4,0.3,0.5,0,0
337,4432907,J. Champagnie,2023-24,regular,2026-02-12T22:29:26.308016,-,J. Champagnie,F,15,15.7,5.9,2.1,5.2,41.0,0.9,3.0,28.9,0.8,1.0,80.0,3.5,1.3,0.7,0.6,0.7,0,0
338,4683686,N. Smith Jr.,2023-24,regular,2026-02-12T22:29:26.308071,-,N. Smith Jr.,G,51,14.3,5.9,2.2,5.7,39.1,1.2,2.9,43.2,0.3,0.3,86.7,1.4,1.2,0.2,0.1,0.8,0,0
339,4712896,N. Clowney,2023-24,regular,2026-02-12T22:29:26.308123,-,N. Clowney,F,23,16.1,5.8,2.2,4.0,53.8,0.5,1.4,36.4,0.9,1.3,70.0,3.5,0.8,0.3,0.7,0.7,1,0
340,2528693,T. Craig,2023-24,regular,2026-02-12T22:29:26.308190,-,T. Craig,SF,53,19.8,5.7,2.0,4.7,43.0,1.1,2.9,39.2,0.5,0.7,75.0,4.1,1.1,0.6,0.4,0.6,1,0
341,3428,D. Gallinari,2023-24,regular,2026-02-12T22:29:26.308246,-,D. Gallinari,PF,49,12.8,5.7,1.7,3.9,43.7,0.6,1.9,32.3,1.7,2.0,85.7,2.2,1.1,0.3,0.1,0.5,0,0
342,3934723,T. Bryant,2023-24,regular,2026-02-12T22:29:26.308300,-,T. Bryant,C,38,11.6,5.7,2.3,3.9,57.7,0.1,0.6,18.2,1.1,1.2,87.2,3.7,0.6,0.3,0.4,0.6,2,0
343,4701233,C. Porter Jr.,2023-24,regular,2026-02-12T22:29:26.308354,-,C. Porter Jr.,G,51,12.7,5.6,2.3,4.5,50.9,0.2,0.7,35.3,0.8,1.1,73.2,2.1,2.3,0.4,0.3,0.9,0,0
344,4351852,M. Robinson,2023-24,regular,2026-02-12T22:29:26.308407,-,M. Robinson,C,31,24.8,5.6,2.4,4.1,57.5,0.0,0.0,0.0,0.9,2.1,40.9,8.5,0.6,1.2,1.1,0.8,2,0
345,4396676,D. Dennis,2023-24,regular,2026-02-12T22:29:26.308458,-,D. Dennis,G,4,7.5,5.5,2.5,4.8,52.6,0.3,2.0,12.5,0.3,0.8,33.3,2.3,1.0,0.0,0.3,0.8,0,0
346,4397424,N. Queta,2023-24,regular,2026-02-12T22:29:26.308513,-,N. Queta,C,28,11.9,5.5,2.4,3.7,64.4,0.0,0.0,0.0,0.7,1.0,71.4,4.4,0.7,0.5,0.8,0.5,2,0
347,3134903,G. Payton II,2023-24,regular,2026-02-12T22:29:26.308565,-,G. Payton II,G,44,15.5,5.5,2.3,4.2,56.3,0.5,1.3,36.4,0.3,0.5,60.9,2.6,1.1,0.9,0.4,0.6,0,0
348,4702177,K. Ellis,2023-24,regular,2026-02-12T22:29:26.308618,-,K. Ellis,G,57,17.2,5.4,1.9,4.1,46.1,1.2,2.9,41.7,0.5,0.6,74.3,2.2,1.5,0.9,0.5,0.6,0,0
349,3908336,M. Ryan,2023-24,regular,2026-02-12T22:29:26.308671,-,M. Ryan,F,28,13.9,5.4,1.8,4.0,43.4,1.5,3.3,45.1,0.5,0.5,92.9,1.4,0.6,0.2,0.0,0.7,0,0
350,4395627,C. Reddish,2023-24,regular,2026-02-12T22:29:26.308727,-,C. Reddish,SF,48,20.5,5.4,1.9,4.9,38.9,0.8,2.3,33.6,0.9,1.1,75.9,2.1,1.0,1.0,0.3,0.6,0,0
351,4701234,R. Council IV,2023-24,regular,2026-02-12T22:29:26.308780,-,R. Council IV,G,32,9.0,5.4,1.7,3.5,48.2,0.4,1.0,37.5,1.7,2.2,74.6,1.4,0.5,0.3,0.0,0.2,1,0
352,3912848,D. Wade,2023-24,regular,2026-02-12T22:29:26.308834,-,D. Wade,F,54,20.5,5.4,1.8,4.3,41.4,1.5,3.7,39.1,0.4,0.5,76.9,4.0,0.8,0.7,0.5,0.4,0,0
353,3893014,S. Vezenkov,2023-24,regular,2026-02-12T22:29:26.308890,-,S. Vezenkov,F,42,12.2,5.4,2.0,4.5,44.0,1.1,2.9,37.5,0.3,0.4,80.0,2.3,0.5,0.5,0.2,0.3,0,0
354,4423545,D. Bazley,2023-24,regular,2026-02-12T22:29:26.308947,-,D. Bazley,F,9,16.9,5.3,2.0,3.3,60.0,0.2,0.9,25.0,1.1,1.3,83.3,3.1,0.8,0.7,0.8,0.9,0,0
355,2488653,M. Plumlee,2023-24,regular,2026-02-12T22:29:26.309008,-,M. Plumlee,C,46,14.7,5.3,1.9,3.3,56.9,0.0,0.1,0.0,1.5,2.2,70.7,5.1,1.2,0.3,0.4,0.8,2,0
356,4279532,S. Umude,2023-24,regular,2026-02-12T22:29:26.309064,-,S. Umude,G,24,12.8,5.3,1.5,3.5,44.0,1.0,2.2,45.3,1.2,1.3,90.6,2.1,0.5,0.3,0.3,0.6,0,0
357,4277964,X. Tillman,2023-24,regular,2026-02-12T22:29:26.309118,-,X. Tillman,F,54,18.1,5.3,2.2,5.2,43.4,0.4,1.5,24.7,0.4,0.9,44.0,3.9,1.4,0.9,0.8,0.6,2,0
358,4432162,B. Boston,2023-24,regular,2026-02-12T22:29:26.309173,-,B. Boston,SG,32,10.8,5.2,2.0,5.0,40.4,0.4,1.6,26.9,0.7,1.0,69.7,1.6,0.4,0.3,0.3,0.8,0,0
359,4683018,A. Pokusevski,2023-24,regular,2026-02-12T22:29:26.309226,-,A. Pokusevski,F,28,14.5,5.2,1.8,4.3,40.5,0.6,2.0,32.7,1.1,1.5,73.2,3.2,1.3,0.5,0.5,0.7,0,0
360,4397102,B. Bol,2023-24,regular,2026-02-12T22:29:26.309281,-,B. Bol,C,43,10.9,5.2,2.2,3.5,61.6,0.5,1.2,42.3,0.3,0.4,78.9,3.2,0.4,0.2,0.6,0.4,1,0
361,4278077,J. Vanderbilt,2023-24,regular,2026-02-12T22:29:26.309336,-,J. Vanderbilt,F,29,20.0,5.2,2.0,3.9,51.8,0.3,0.9,29.6,0.8,1.2,66.7,4.8,1.2,1.2,0.2,1.0,0,0
362,2326307,S. Curry,2023-24,regular,2026-02-12T22:29:26.309391,-,S. Curry,G,44,14.0,5.1,1.8,4.6,39.2,0.9,2.5,35.2,0.6,0.7,90.3,1.5,1.0,0.5,0.1,0.5,0,0
363,3136491,D.J. Wilson,2023-24,regular,2026-02-12T22:29:26.309445,-,D.J. Wilson,F,2,7.5,5.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0
